,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
3581,YP_003046815.1,0.338684898808633,-0.0583537019519364,0.983688122790587,-0.0593213444383114,0.952696160646778,NA,yieO,ECB_03640,b3754,-1,protein,Sta,carbonSource,glucoselactate
3582,YP_003046816.1,0.94356812282938,0.588296536530913,1.09446587485895,0.537519305119246,0.590908953545659,0.792202159613112,yieP,ECB_03641,b3755,1,protein,Sta,carbonSource,glucoselactate
3583,YP_003046817.1,2.01283318018985,-0.836555456218668,0.997730920492536,-0.838457984048141,0.40177353562479,0.648451099910403,hdfR,ECB_03642,b4480,-1,protein,Sta,carbonSource,glucoselactate
3584,YP_003046818.1,79.0102866876871,0.533523199450614,0.464783348674354,1.14789654356663,0.251011275264928,0.510219506032266,yifE,ECB_03643,b3764,1,protein,Sta,carbonSource,glucoselactate
3585,YP_003046819.1,0.436521198401234,-0.181708528430618,1.01891350958812,-0.178335576789113,0.858459440375037,NA,yifB,ECB_03644,b3765,-1,protein,Sta,carbonSource,glucoselactate
3586,YP_003046820.1,0,NA,NA,NA,NA,NA,ilvL,ECB_03645,b3766,NA,protein,Sta,carbonSource,glucoselactate
3587,YP_003046821.1,81.3335457453085,-0.0308833901260195,0.508960143146492,-0.0606793882426476,0.95161454722661,0.976792555651576,ilvG,ECB_03646,,-1,protein,Sta,carbonSource,glucoselactate
3588,YP_003046822.1,0.38237455173847,-0.903970988558313,1.03638927402209,-0.872231130924501,0.383082299623225,NA,ilvM,ECB_03647,b3769,-1,protein,Sta,carbonSource,glucoselactate
3589,YP_003046823.1,206.485001644391,-0.536913510417756,0.534831070888751,-1.00389363977217,0.315429882560669,0.573762082185412,ilvE,ECB_03648,b3770,-1,protein,Sta,carbonSource,glucoselactate
3590,YP_003046824.1,188.430947585195,0.683040560333617,0.375945039604517,1.81686280806406,0.069238122740832,0.294589740818135,ilvD,ECB_03649,b3771,1,protein,Sta,carbonSource,glucoselactate
3591,YP_003046825.1,111.865604160338,0.0951411591486171,0.445470450636523,0.213574568218098,0.83087883341464,0.923966810523969,ilvA,ECB_03650,b3772,1,protein,Sta,carbonSource,glucoselactate
3592,YP_003046826.1,0.98947064740356,-0.895210180511636,1.09374375379803,-0.818482553525919,0.413081700093483,0.658943164926995,ilvY,ECB_03651,b3773,-1,protein,Sta,carbonSource,glucoselactate
3593,YP_003046827.1,296.833857659383,0.517838216098749,0.406917862618216,1.27258659221014,0.203164778840827,0.464814376946751,ilvC,ECB_03652,b3774,1,protein,Sta,carbonSource,glucoselactate
3594,YP_003046828.1,18.7622058081078,0.563624008157828,0.612137195362684,0.920747852650724,0.357182086370839,0.614325514327521,ppiC,ECB_03653,b3775,1,protein,Sta,carbonSource,glucoselactate
3595,YP_003046829.1,0.24880422507074,-0.574063150441074,0.937932488465946,-0.612051674827891,0.540503568985022,NA,,ECB_03654,,-1,protein,Sta,carbonSource,glucoselactate
3596,YP_003046830.1,4.98502088437166,-0.670558539500476,0.724244949571674,-0.925872579293858,0.354512202989206,0.612835080971551,rep,ECB_03656,b3778,-1,protein,Sta,carbonSource,glucoselactate
3597,YP_003046831.1,8.76548714442162,-0.908388143076136,0.58360548791897,-1.55651062555166,0.119586717976518,0.376188406070105,gppA,ECB_03657,b3779,-1,protein,Sta,carbonSource,glucoselactate
3598,YP_003046832.1,64.2280626662098,0.579562546865069,0.421818201000089,1.37396287189833,0.169453209169993,0.433472002132885,rhlB,ECB_03658,b3780,1,protein,Sta,carbonSource,glucoselactate
3599,YP_003046833.1,68.8646102445557,0.29495212978123,0.462176958116809,0.638180083626508,0.523356460321115,0.738019016031374,trxA,ECB_03659,b3781,1,protein,Sta,carbonSource,glucoselactate
3600,YP_003046834.1,0.498893200358671,-0.249523569396323,1.03319454008313,-0.241506860243614,0.809162300118648,NA,rhoL,ECB_03660,,-1,protein,Sta,carbonSource,glucoselactate
3601,YP_003046835.1,252.550294009716,0.674292610903026,0.372437180166214,1.81048683324822,0.0702203243760116,0.296725883517095,rho,ECB_03661,b3783,1,protein,Sta,carbonSource,glucoselactate
3602,YP_003046836.1,0.467075258362852,-0.214621825315559,1.05906731010098,-0.202651732584491,0.839407252084879,NA,rfe,ECB_03662,b3784,-1,protein,Sta,carbonSource,glucoselactate
3603,YP_003046837.1,19.0799092777603,-0.0279674477874266,0.510561258645808,-0.0547778495015589,0.956315447438325,0.979698212211993,wzzE,ECB_03663,b3785,-1,protein,Sta,carbonSource,glucoselactate
3604,YP_003046838.1,23.9781261108325,0.693580548644158,0.416658767561388,1.6646248744591,0.0959876195272894,0.342397396062712,wecB,ECB_03664,b3786,1,protein,Sta,carbonSource,glucoselactate
3605,YP_003046839.1,21.0496236548837,0.492087006228889,0.526976093542298,0.93379379493501,0.350410270918388,0.6082964815381,wecC,ECB_03665,b3787,1,protein,Sta,carbonSource,glucoselactate
3606,YP_003046840.1,5.71632811462633,0.641590856751666,0.922821349597346,0.695249256025136,0.486899108921841,0.710516291177563,rffG,ECB_03666,b3788,1,protein,Sta,carbonSource,glucoselactate
3607,YP_003046841.1,4.61129409463297,0.647098186130495,0.643801587842718,1.00512051903883,0.314838820835229,0.573108663552788,rffH,ECB_03667,b3789,1,protein,Sta,carbonSource,glucoselactate
3608,YP_003046842.1,0.50408028957521,-0.262775516086514,1.03233471444831,-0.254544880075009,0.799074636276213,NA,wecD,ECB_03668,b3790,-1,protein,Sta,carbonSource,glucoselactate
3609,YP_003046843.1,25.5243499243247,0.167722727760247,0.539677185092579,0.310783432009405,0.755965265761443,0.88493988445778,wecE,ECB_03669,b3791,1,protein,Sta,carbonSource,glucoselactate
3610,YP_003046844.1,0.682535850807288,0.286209984643122,1.09403849664035,0.261608696149209,0.793623138902616,NA,wzxE,ECB_03670,b3792,1,protein,Sta,carbonSource,glucoselactate
3611,YP_003046845.1,2.62685013014545,1.09230161698271,0.773691915556928,1.41180435651371,0.158007575368502,0.423519613632687,rffT,ECB_03671,b3793,1,protein,Sta,carbonSource,glucoselactate
3612,YP_003046846.1,0.138841140521806,-0.449321868145829,0.875142689537451,-0.51342697998576,0.607652676838759,NA,wecF,ECB_03672,b4481,-1,protein,Sta,carbonSource,glucoselactate
3613,YP_003046847.1,4.13347116146853,1.69385568107235,0.709645312706294,2.38690462790868,0.0169908984081155,0.140005002882871,wecG,ECB_03673,b3794,1,protein,Sta,carbonSource,glucoselactate
3614,YP_003046848.1,0.493160302355221,0.558914469925558,1.07047354260845,0.522118901288898,0.601587547044162,NA,yifK,ECB_03674,b3795,1,protein,Sta,carbonSource,glucoselactate
