"","ID","MF_Name","padj_gene","log2","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"11","ubiA","GO:0000287~magnesium ion binding",0.0158395847580378,-1.89902973344423,-1,-1.80025620782586,0.00957541923799454,147,1.80025620782586,-10,1,17,"magnesium ion binding
 padj:0.00958 N( -17/ +1/ 147)","magnesium ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"12","ppa","GO:0000287~magnesium ion binding",0.0129927210941353,-2.11452740986565,-1,-1.88629988415329,0.00957541923799454,147,1.88629988415329,-11,1,17,"magnesium ion binding
 padj:0.00958 N( -17/ +1/ 147)","magnesium ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"13","galU","GO:0000287~magnesium ion binding",0.00724522437257802,-2.28960746888701,-1,-2.139948160605,0.00957541923799454,147,2.139948160605,-12,1,17,"magnesium ion binding
 padj:0.00958 N( -17/ +1/ 147)","magnesium ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"14","eno","GO:0000287~magnesium ion binding",0.00672637183819703,-1.9250134598096,-1,-2.17221912827718,0.00957541923799454,147,2.17221912827718,-13,1,17,"magnesium ion binding
 padj:0.00958 N( -17/ +1/ 147)","magnesium ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"15","cysQ","GO:0000287~magnesium ion binding",0.00637613107223392,-1.88920364687353,-1,-2.19544276385742,0.00957541923799454,147,2.19544276385742,-14,1,17,"magnesium ion binding
 padj:0.00958 N( -17/ +1/ 147)","magnesium ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"16","pykF","GO:0000287~magnesium ion binding",0.003730994631775,-2.1693272164058,-1,-2.42817537582976,0.00957541923799454,147,2.42817537582976,-15,1,17,"magnesium ion binding
 padj:0.00958 N( -17/ +1/ 147)","magnesium ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"17","pykA","GO:0000287~magnesium ion binding",0.00328972154114482,-1.93178563942747,-1,-2.48284086140027,0.00957541923799454,147,2.48284086140027,-16,1,17,"magnesium ion binding
 padj:0.00958 N( -17/ +1/ 147)","magnesium ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"18","ribB","GO:0000287~magnesium ion binding",0.000936704270497131,-2.49218533577439,-1,-3.02839749978797,0.00957541923799454,147,3.02839749978797,-17,1,17,"magnesium ion binding
 padj:0.00958 N( -17/ +1/ 147)","magnesium ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"19","glpB","GO:0004368~glycerol-3-phosphate dehydrogenase activity",0.00572518397321481,-2.56254877665719,-1,-2.24221055313336,0.0014659768308104,4,2.24221055313336,-1,0,4,"glycerol-3-phosphate dehydrogenase activity
 padj:0.00147 N( -4/ +0/ 4)","glycerol-3-phosphate dehydrogenase activity","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"20","glpC","GO:0004368~glycerol-3-phosphate dehydrogenase activity",0.00229084773626057,-4.28321173960195,-1,-2.64000377571649,0.0014659768308104,4,2.64000377571649,-2,0,4,"glycerol-3-phosphate dehydrogenase activity
 padj:0.00147 N( -4/ +0/ 4)","glycerol-3-phosphate dehydrogenase activity","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"21","glpD","GO:0004368~glycerol-3-phosphate dehydrogenase activity",0.00055366681247738,-3.06215471427151,-1,-3.25675150789479,0.0014659768308104,4,3.25675150789479,-3,0,4,"glycerol-3-phosphate dehydrogenase activity
 padj:0.00147 N( -4/ +0/ 4)","glycerol-3-phosphate dehydrogenase activity","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"22","glpA","GO:0004368~glycerol-3-phosphate dehydrogenase activity",0.000373685158282158,-3.05443932591877,-1,-3.42749415075663,0.0014659768308104,4,3.42749415075663,-4,0,4,"glycerol-3-phosphate dehydrogenase activity
 padj:0.00147 N( -4/ +0/ 4)","glycerol-3-phosphate dehydrogenase activity","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"23","glcF","GO:0005506~iron ion binding",0.0460192476075917,-2.89467771893986,-1,-1.33706048611375,0.00218739469790519,226,1.33706048611375,-1,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"24","cydB","GO:0005506~iron ion binding",0.0407220968316396,-1.67145671862183,-1,-1.39016986773011,0.00218739469790519,226,1.39016986773011,-2,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"25","iscA","GO:0005506~iron ion binding",0.0404895820722792,-1.75302023053459,-1,-1.39265670593447,0.00218739469790519,226,1.39265670593447,-3,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"26","fes","GO:0005506~iron ion binding",0.0404424616738739,-2.98151319640553,-1,-1.39316241740245,0.00218739469790519,226,1.39316241740245,-4,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"27","galT","GO:0005506~iron ion binding",0.0395313952831258,-3.19610927267269,-1,-1.40305785671526,0.00218739469790519,226,1.40305785671526,-5,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"28","yleA","GO:0005506~iron ion binding",0.0349473162035987,-1.91911480765913,-1,-1.45658617049688,0.00218739469790519,226,1.45658617049688,-6,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"29","ygiD","GO:0005506~iron ion binding",0.0310496647487068,-2.364493941118,-1,-1.50794308465238,0.00218739469790519,226,1.50794308465238,-7,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"30","fecA","GO:0005506~iron ion binding",0.0289732318151214,-2.2511195947949,-1,-1.53800305877653,0.00218739469790519,226,1.53800305877653,-8,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"31","entC","GO:0005506~iron ion binding",0.0244751171031961,-2.92876141100071,-1,-1.61127522160245,0.00218739469790519,226,1.61127522160245,-9,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"32","fepA","GO:0005506~iron ion binding",0.0213168890975133,-2.51837319167186,-1,-1.67127617424032,0.00218739469790519,226,1.67127617424032,-10,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"33","ispG","GO:0005506~iron ion binding",0.0211110421243216,-2.00790816286801,-1,-1.67549032767428,0.00218739469790519,226,1.67549032767428,-11,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"34","dps","GO:0005506~iron ion binding",0.0203591989130737,-1.67220459958899,-1,-1.69123931447262,0.00218739469790519,226,1.69123931447262,-12,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"35","hmpA","GO:0005506~iron ion binding",0.0193957980843617,-2.0140965617244,-1,-1.71229234565901,0.00218739469790519,226,1.71229234565901,-13,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"36","narH","GO:0005506~iron ion binding",0.0172560974753157,-3.55448703141631,-1,-1.76305741467926,0.00218739469790519,226,1.76305741467926,-14,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"37","def","GO:0005506~iron ion binding",0.0158298893812501,-1.55394002896501,-1,-1.80052211996269,0.00218739469790519,226,1.80052211996269,-15,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"38","fdoG","GO:0005506~iron ion binding",0.0156791716682543,-1.82060391344053,-1,-1.80467688485367,0.00218739469790519,226,1.80467688485367,-16,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"39","fhuA","GO:0005506~iron ion binding",0.0117814500819051,-2.15316842475407,-1,-1.92880125251904,0.00218739469790519,226,1.92880125251904,-17,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"40","ygaG","GO:0005506~iron ion binding",0.0112856522671004,-2.3346780574539,-1,-1.94747333531762,0.00218739469790519,226,1.94747333531762,-18,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"41","fumA","GO:0005506~iron ion binding",0.00617242170461572,-1.66274250455249,-1,-2.209544410261,0.00218739469790519,226,2.209544410261,-19,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"42","dadA","GO:0005506~iron ion binding",0.00549598315287606,-2.1238008730552,-1,-2.259954607212,0.00218739469790519,226,2.259954607212,-20,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"43","bfr","GO:0005506~iron ion binding",0.00301330221848022,-2.21191789514533,-1,-2.5209573086731,0.00218739469790519,226,2.5209573086731,-21,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"44","glpC","GO:0005506~iron ion binding",0.00229084773626057,-4.28321173960195,-1,-2.64000377571649,0.00218739469790519,226,2.64000377571649,-22,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"45","pflA","GO:0005506~iron ion binding",0.000439142707384724,-2.51733389089194,-1,-3.35739432495528,0.00218739469790519,226,3.35739432495528,-23,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"46","sdaA","GO:0005506~iron ion binding",0.000386123848291311,-2.15840908325918,-1,-3.41327337407793,0.00218739469790519,226,3.41327337407793,-24,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"47","adhE","GO:0005506~iron ion binding",2.64516958660121e-05,-2.7086437484591,-1,-4.57754647933234,0.00218739469790519,226,4.57754647933234,-25,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"48","ydbK","GO:0005506~iron ion binding",6.81431394931065e-06,-3.18260641004872,-1,-5.16657786147664,0.00218739469790519,226,5.16657786147664,-26,0,26,"iron ion binding
 padj:0.00219 N( -26/ +0/ 226)","iron ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"49","pepT","GO:0008270~zinc ion binding",0.0409878649790402,-2.33598847921728,-1,-1.38734470310263,0.00036499301639481,152,1.38734470310263,-1,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"50","fbaA","GO:0008270~zinc ion binding",0.0407000834706362,-1.56806996795617,-1,-1.39040470009174,0.00036499301639481,152,1.39040470009174,-2,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"51","ygiE","GO:0008270~zinc ion binding",0.0404424616738739,-1.772468246936,-1,-1.39316241740245,0.00036499301639481,152,1.39316241740245,-3,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"52","hflB","GO:0008270~zinc ion binding",0.0397004193876676,-1.4773653228032,-1,-1.40120490540848,0.00036499301639481,152,1.40120490540848,-4,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"53","galT","GO:0008270~zinc ion binding",0.0395313952831258,-3.19610927267269,-1,-1.40305785671526,0.00036499301639481,152,1.40305785671526,-5,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"54","cdd","GO:0008270~zinc ion binding",0.0386564921470682,-1.71974260243684,-1,-1.41277755823016,0.00036499301639481,152,1.41277755823016,-6,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"55","ygiD","GO:0008270~zinc ion binding",0.0310496647487068,-2.364493941118,-1,-1.50794308465238,0.00036499301639481,152,1.50794308465238,-7,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"56","yeiH","GO:0008270~zinc ion binding",0.0282662765465794,-2.57959172636738,-1,-1.54873139638407,0.00036499301639481,152,1.54873139638407,-8,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"57","yggG","GO:0008270~zinc ion binding",0.0282662765465794,-1.78299189305035,-1,-1.54873139638407,0.00036499301639481,152,1.54873139638407,-9,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"58","ybiI","GO:0008270~zinc ion binding",0.0269028718036276,-2.19917169882034,-1,-1.57020135784524,0.00036499301639481,152,1.57020135784524,-10,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"59","dapE","GO:0008270~zinc ion binding",0.0156791716682543,-2.22063378730986,-1,-1.80467688485367,0.00036499301639481,152,1.80467688485367,-11,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"60","pepN","GO:0008270~zinc ion binding",0.01290949135452,-1.80864407119656,-1,-1.88909086898664,0.00036499301639481,152,1.88909086898664,-12,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"61","pepD","GO:0008270~zinc ion binding",0.0127109232200393,-1.458039412856,-1,-1.89582290461457,0.00036499301639481,152,1.89582290461457,-13,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"62","yhdH","GO:0008270~zinc ion binding",0.00501584406836696,-2.39089024412088,-1,-2.29965597323404,0.00036499301639481,152,2.29965597323404,-14,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"63","clpX","GO:0008270~zinc ion binding",0.00280560183010585,-2.22570359457357,-1,-2.55197396383435,0.00036499301639481,152,2.55197396383435,-15,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"64","yqhD","GO:0008270~zinc ion binding",0.00189379936139343,-2.77596631068908,-1,-2.72266603423209,0.00036499301639481,152,2.72266603423209,-16,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"65","glpK","GO:0008270~zinc ion binding",0.00185761912480747,-2.36249125356464,-1,-2.73104332637618,0.00036499301639481,152,2.73104332637618,-17,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"66","rpmE","GO:0008270~zinc ion binding",0.00169453243222661,-2.6959884545638,-1,-2.77095011463878,0.00036499301639481,152,2.77095011463878,-18,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"67","slyD","GO:0008270~zinc ion binding",0.000913839488328113,-2.49104713145392,-1,-3.03913007938114,0.00036499301639481,152,3.03913007938114,-19,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"68","dksA","GO:0008270~zinc ion binding",0.000373685158282158,-2.74216590116641,-1,-3.42749415075663,0.00036499301639481,152,3.42749415075663,-20,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"69","crr","GO:0008270~zinc ion binding",0.000361911709938486,-2.96708419365268,-1,-3.44139736472437,0.00036499301639481,152,3.44139736472437,-21,0,21,"zinc ion binding
 padj:0.00036 N( -21/ +0/ 152)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"70","aphA","GO:0043167~ion binding",0.0203716646962699,2.40732810841199,1,1.6909734806285,6.30932417422514e-10,641,1.6909734806285,1,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"71","xylA","GO:0043167~ion binding",0.0486800442400293,-1.50167088224229,-1,-1.31264903575849,6.30932417422514e-10,641,1.31264903575849,-1,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"72","glcF","GO:0043167~ion binding",0.0460192476075917,-2.89467771893986,-1,-1.33706048611375,6.30932417422514e-10,641,1.33706048611375,-2,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"73","pepT","GO:0043167~ion binding",0.0409878649790402,-2.33598847921728,-1,-1.38734470310263,6.30932417422514e-10,641,1.38734470310263,-3,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"74","cydB","GO:0043167~ion binding",0.0407220968316396,-1.67145671862183,-1,-1.39016986773011,6.30932417422514e-10,641,1.39016986773011,-4,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"75","copA","GO:0043167~ion binding",0.0407000834706362,-1.41705239247461,-1,-1.39040470009174,6.30932417422514e-10,641,1.39040470009174,-5,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"76","fbaA","GO:0043167~ion binding",0.0407000834706362,-1.56806996795617,-1,-1.39040470009174,6.30932417422514e-10,641,1.39040470009174,-6,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"77","iscA","GO:0043167~ion binding",0.0404895820722792,-1.75302023053459,-1,-1.39265670593447,6.30932417422514e-10,641,1.39265670593447,-7,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"78","fes","GO:0043167~ion binding",0.0404424616738739,-2.98151319640553,-1,-1.39316241740245,6.30932417422514e-10,641,1.39316241740245,-8,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"79","ygiE","GO:0043167~ion binding",0.0404424616738739,-1.772468246936,-1,-1.39316241740245,6.30932417422514e-10,641,1.39316241740245,-9,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"80","hflB","GO:0043167~ion binding",0.0397004193876676,-1.4773653228032,-1,-1.40120490540848,6.30932417422514e-10,641,1.40120490540848,-10,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"81","galT","GO:0043167~ion binding",0.0395313952831258,-3.19610927267269,-1,-1.40305785671526,6.30932417422514e-10,641,1.40305785671526,-11,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"82","cdd","GO:0043167~ion binding",0.0386564921470682,-1.71974260243684,-1,-1.41277755823016,6.30932417422514e-10,641,1.41277755823016,-12,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"83","glpQ","GO:0043167~ion binding",0.0378141568011724,-1.82273065386589,-1,-1.42234557927371,6.30932417422514e-10,641,1.42234557927371,-13,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"84","ade","GO:0043167~ion binding",0.0350126202628554,-2.80861016791599,-1,-1.45577538643243,6.30932417422514e-10,641,1.45577538643243,-14,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"85","yleA","GO:0043167~ion binding",0.0349473162035987,-1.91911480765913,-1,-1.45658617049688,6.30932417422514e-10,641,1.45658617049688,-15,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"86","ppsA","GO:0043167~ion binding",0.0332224535587494,-1.43649490237619,-1,-1.47856829699969,6.30932417422514e-10,641,1.47856829699969,-16,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"87","ygiD","GO:0043167~ion binding",0.0310496647487068,-2.364493941118,-1,-1.50794308465238,6.30932417422514e-10,641,1.50794308465238,-17,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"88","glpF","GO:0043167~ion binding",0.0304888212985013,-1.65625165436202,-1,-1.51585936518699,6.30932417422514e-10,641,1.51585936518699,-18,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"89","glgX","GO:0043167~ion binding",0.0295619032562484,-1.73372727426714,-1,-1.52926760860341,6.30932417422514e-10,641,1.52926760860341,-19,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"90","fecA","GO:0043167~ion binding",0.0289732318151214,-2.2511195947949,-1,-1.53800305877653,6.30932417422514e-10,641,1.53800305877653,-20,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"91","glcB","GO:0043167~ion binding",0.0289316023359727,-2.13784788331115,-1,-1.53862751289884,6.30932417422514e-10,641,1.53862751289884,-21,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"92","yeiH","GO:0043167~ion binding",0.0282662765465794,-2.57959172636738,-1,-1.54873139638407,6.30932417422514e-10,641,1.54873139638407,-22,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
"93","yggG","GO:0043167~ion binding",0.0282662765465794,-1.78299189305035,-1,-1.54873139638407,6.30932417422514e-10,641,1.54873139638407,-23,1,72,"ion binding
 padj:0.00000 N( -72/ +1/ 641)","ion binding","mrna","Sta","Na_mM_Levels","baseNahighNa","MF"
