"#ProtID"	"Unweighted"	"Weighted"	"Unique"
"YP_003047021.1"	10	"10.00"	10
"YP_003047023.1"	14	"14.00"	14
"YP_003047024.1"	68	"68.00"	68
"YP_003047025.1"	14	"14.00"	14
"YP_003047026.1"	14	"14.00"	14
"YP_003047027.1"	6	"6.00"	6
"YP_003047028.1"	15	"15.00"	15
"YP_003047029.1"	955	"477.17"	0
"YP_003047031.1"	37	"37.00"	37
"YP_003047032.1"	47	"47.00"	47
"YP_003047033.1"	230	"230.00"	230
"YP_003047034.1"	71	"71.00"	71
"YP_003047035.1"	280	"280.00"	280
"YP_003047036.1"	495	"495.00"	495
"YP_003047037.1"	462	"462.00"	462
"YP_003047045.1"	2	"2.00"	2
"YP_003047046.1"	6	"6.00"	6
"YP_003047047.1"	29	"29.00"	29
"YP_003047048.1"	4	"4.00"	4
"YP_003047049.1"	7	"6.00"	5
"YP_003047050.1"	75	"75.00"	75
"YP_003047051.1"	2	"2.00"	2
"YP_003047054.1"	1	"1.00"	1
"YP_003047055.1"	93	"93.00"	93
"YP_003047056.1"	156	"156.00"	156
"YP_003047057.1"	1	"1.00"	1
"YP_003047058.1"	40	"40.00"	40
"YP_003047059.1"	52	"52.00"	52
"YP_003047060.1"	73	"73.00"	73
"YP_003047062.1"	8	"8.00"	8
"YP_003047063.1"	178	"178.00"	178
"YP_003047064.1"	3	"3.00"	3
"YP_003047065.1"	20	"20.00"	20
"YP_003047066.1"	23	"23.00"	23
"YP_003047067.1"	1	"1.00"	1
"YP_003047068.1"	101	"99.67"	99
"YP_003047069.1"	126	"124.00"	122
"YP_003047076.1"	2	"2.00"	2
"YP_003047077.1"	32	"32.00"	32
"YP_003047078.1"	292	"292.00"	292
"YP_003047079.1"	82	"82.00"	82
"YP_003047080.1"	60	"60.00"	60
"YP_003047081.1"	38	"38.00"	38
"YP_003047083.1"	4	"4.00"	4
"YP_003047085.1"	107	"107.00"	107
"YP_003047087.1"	14	"13.00"	12
"YP_003047089.1"	7	"7.00"	7
"YP_003047090.1"	8	"8.00"	8
"YP_003047093.1"	15	"15.00"	15
"YP_003047095.1"	19	"19.00"	19
"YP_003047096.1"	18	"18.00"	18
"YP_003047097.1"	20	"20.00"	20
"YP_003047098.1"	48	"48.00"	48
"YP_003047100.1"	3	"3.00"	3
"YP_003047101.1"	7	"7.00"	7
"YP_003047102.1"	51	"50.00"	49
"YP_003047103.1"	23	"20.00"	17
"YP_003047107.1"	9	"9.00"	9
"YP_003047108.1"	3	"3.00"	3
"YP_003047110.1"	2	"2.00"	2
"YP_003047111.1"	2	"2.00"	2
"YP_003047112.1"	145	"145.00"	145
"YP_003047117.1"	2	"1.00"	0
"YP_003047120.1"	4	"4.00"	4
"YP_003047123.1"	1	"1.00"	1
"YP_003047126.1"	1	"1.00"	1
"YP_003047128.1"	1	"1.00"	1
"YP_003047131.1"	11	"11.00"	11
"YP_003047132.1"	9	"9.00"	9
"YP_003047133.1"	10	"10.00"	10
"YP_003047149.1"	4	"4.00"	4
"YP_003047150.1"	8	"8.00"	8
"YP_003047153.1"	2	"2.00"	2
"YP_003047160.1"	4	"4.00"	4
"YP_003047161.1"	1	"1.00"	1
"YP_003047164.1"	51	"27.50"	4
"YP_003047170.1"	13	"10.50"	8
"YP_003047172.1"	2	"2.00"	2
"YP_003047174.1"	1	"1.00"	1
"YP_003047175.1"	19	"19.00"	19
"YP_003047176.1"	2	"2.00"	2
"YP_003047177.1"	1	"1.00"	1
"YP_003047178.1"	4	"4.00"	4
"YP_003047179.1"	62	"62.00"	62
"YP_003047180.1"	16	"16.00"	16
"YP_003047182.1"	50	"50.00"	50
"YP_003047183.1"	1117	"1117.00"	1117
"YP_003047184.1"	21	"21.00"	21
"YP_003047187.1"	12	"12.00"	12
"YP_003047189.1"	6	"6.00"	6
"YP_003047191.1"	5	"5.00"	5
"YP_003047192.1"	2	"2.00"	2
"YP_003047195.1"	11	"11.00"	11
"YP_003047196.1"	29	"29.00"	29
"YP_003047197.1"	6	"6.00"	6
"YP_003047199.1"	18	"18.00"	18
"YP_003047200.1"	24	"24.00"	24
"YP_003047201.1"	27	"27.00"	27
"YP_003047202.1"	10	"10.00"	10
"YP_003047205.1"	3	"3.00"	3
"YP_003047207.1"	13	"13.00"	13
"YP_003047208.1"	10	"10.00"	10
"YP_003047209.1"	29	"29.00"	29
"YP_003047210.1"	42	"42.00"	42
"YP_003047211.1"	85	"85.00"	85
"YP_003047212.1"	68	"68.00"	68
"YP_003047214.1"	151	"151.00"	151
"YP_003047215.1"	12	"12.00"	12
"YP_003047216.1"	37	"37.00"	37
"YP_003047217.1"	14	"14.00"	14
"YP_003047218.1"	2	"2.00"	2
"YP_003047223.1"	1	"1.00"	1
"YP_003047227.1"	2	"2.00"	2
"YP_003047228.1"	2	"2.00"	2
"YP_003047229.1"	3	"3.00"	3
"YP_003047232.1"	4	"4.00"	4
"YP_003047237.1"	36	"36.00"	36
"YP_003047239.1"	57	"57.00"	57
"YP_003047240.1"	218	"218.00"	218
"YP_003047248.1"	20	"20.00"	20
"YP_003047249.1"	24	"24.00"	24
"YP_003047250.1"	6	"6.00"	6
"YP_003047253.1"	16	"16.00"	16
"YP_003047255.1"	35	"35.00"	35
"YP_003047256.1"	33	"33.00"	33
"YP_003047257.1"	9	"9.00"	9
"YP_003047259.1"	12	"12.00"	12
"YP_003047260.1"	22	"22.00"	22
"YP_003047261.1"	7	"7.00"	7
"YP_003047262.1"	7	"7.00"	7
"YP_003047265.1"	55	"55.00"	55
"YP_003047266.1"	20	"20.00"	20
"YP_003047270.1"	38	"38.00"	38
"YP_003047271.1"	30	"30.00"	30
"YP_003047272.1"	8	"8.00"	8
"YP_003047273.1"	53	"53.00"	53
"YP_003047274.1"	1	"1.00"	1
"YP_003047275.1"	14	"14.00"	14
"YP_003047278.1"	8	"8.00"	8
"YP_003047279.1"	38	"38.00"	38
"YP_003047280.1"	35	"35.00"	35
"YP_003047281.1"	18	"18.00"	18
"YP_003047282.1"	41	"41.00"	41
"YP_003047285.1"	1	"1.00"	1
"YP_003047287.1"	4	"4.00"	4
"YP_003047289.1"	39	"39.00"	39
"YP_003047290.1"	8	"8.00"	8
"YP_003047291.1"	9	"9.00"	9
"YP_003047293.1"	148	"148.00"	148
"YP_003047295.1"	60	"60.00"	60
"YP_003047296.1"	1	"1.00"	1
"YP_003047297.1"	8	"8.00"	8
"YP_003047298.1"	18	"18.00"	18
"YP_003047299.1"	1	"1.00"	1
"YP_003047304.1"	2	"2.00"	2
"YP_003047310.1"	6	"6.00"	6
"YP_003047314.1"	3	"3.00"	3
"YP_003047316.1"	1	"0.33"	0
"YP_003047318.1"	3	"3.00"	3
"YP_003047321.1"	8	"8.00"	8
"YP_003047322.1"	47	"47.00"	47
"YP_003047327.1"	1	"0.04"	0
"YP_003047334.1"	2	"2.00"	2
"YP_003047335.1"	1	"1.00"	1
"YP_003047336.1"	1	"1.00"	1
"YP_003047340.1"	1	"1.00"	1
"YP_003047342.1"	1	"0.04"	0
"YP_003047348.1"	1	"1.00"	1
"YP_003047353.1"	43	"43.00"	43
"YP_003047354.1"	26	"24.67"	24
"YP_003047355.1"	3	"3.00"	3
"YP_003047359.1"	31	"31.00"	31
"YP_003047366.1"	17	"17.00"	17
"YP_003047368.1"	2	"2.00"	2
"YP_003047371.1"	1	"0.04"	0
"YP_003047372.1"	1	"1.00"	1
"YP_003047373.1"	2	"2.00"	2
"YP_003047375.1"	9	"9.00"	9
"YP_003047376.1"	70	"70.00"	70
"YP_003047377.1"	10	"10.00"	10
"YP_003047378.1"	9	"9.00"	9
"YP_003047379.1"	10	"10.00"	10
"YP_003047381.1"	21	"21.00"	21
"YP_003047390.1"	1	"1.00"	1
"YP_003047391.1"	5	"5.00"	5
"YP_003047393.1"	2	"2.00"	2
"YP_003047397.1"	2	"2.00"	2
"YP_003047398.1"	2	"2.00"	2
"YP_003047399.1"	7	"7.00"	7
"YP_003047406.1"	31	"31.00"	31
"YP_003047407.1"	7	"7.00"	7
"YP_003047408.1"	3	"3.00"	3
"YP_003047409.1"	5	"5.00"	5
"YP_003047410.1"	34	"34.00"	34
"YP_003047411.1"	4	"4.00"	4
"YP_003047413.1"	6	"6.00"	6
"YP_003047414.1"	6	"6.00"	6
"YP_003047416.1"	2	"2.00"	2
"YP_003047417.1"	13	"13.00"	13
"YP_003047418.1"	17	"17.00"	17
"YP_003047419.1"	45	"45.00"	45
"YP_003047420.1"	39	"39.00"	39
"YP_003047422.1"	7	"7.00"	7
"YP_003047423.1"	5	"5.00"	5
"YP_003047424.1"	17	"17.00"	17
"YP_003047425.1"	6	"6.00"	6
"YP_003047426.1"	14	"14.00"	14
"YP_003047427.1"	115	"115.00"	115
"YP_003047428.1"	1	"1.00"	1
"YP_003047429.1"	11	"9.00"	7
"YP_003047430.1"	2	"2.00"	2
"YP_003047431.1"	25	"25.00"	25
"YP_003047432.1"	15	"15.00"	15
"YP_003047433.1"	13	"13.00"	13
"YP_003047434.1"	6	"6.00"	6
"YP_003047436.1"	44	"44.00"	44
"#total count:70484"			
