"#ProtID"	"Unweighted"	"Weighted"	"Unique"
"YP_003044439.1"	15	"15.00"	15
"YP_003044440.1"	4	"4.00"	4
"YP_003044443.1"	6	"6.00"	6
"YP_003044447.1"	73	"73.00"	73
"YP_003044448.1"	91	"91.00"	91
"YP_003044449.1"	75	"75.00"	75
"YP_003044450.1"	57	"57.00"	57
"YP_003044451.1"	74	"74.00"	74
"YP_003044454.1"	18	"18.00"	18
"YP_003044455.1"	6	"0.21"	0
"YP_003044457.1"	8	"8.00"	8
"YP_003044458.1"	6	"6.00"	6
"YP_003044459.1"	27	"27.00"	27
"YP_003044460.1"	21	"21.00"	21
"YP_003044461.1"	2	"2.00"	2
"YP_003044462.1"	73	"73.00"	73
"YP_003044463.1"	44	"44.00"	44
"YP_003044464.1"	43	"43.00"	43
"YP_003044465.1"	10	"10.00"	10
"YP_003044467.1"	14	"14.00"	14
"YP_003044468.1"	7	"7.00"	7
"YP_003044469.1"	26	"26.00"	26
"YP_003044472.1"	40	"40.00"	40
"YP_003044473.1"	2	"2.00"	2
"YP_003044474.1"	92	"92.00"	92
"YP_003044475.1"	5	"5.00"	5
"YP_003044476.1"	95	"95.00"	95
"YP_003044478.1"	1	"1.00"	1
"YP_003044479.1"	2	"2.00"	2
"YP_003044482.1"	4	"4.00"	4
"YP_003044485.1"	18	"18.00"	18
"YP_003044487.1"	12	"12.00"	12
"YP_003044488.1"	2	"2.00"	2
"YP_003044489.1"	7	"7.00"	7
"YP_003044490.1"	8	"8.00"	8
"YP_003044491.1"	2	"2.00"	2
"YP_003044492.1"	98	"98.00"	98
"YP_003044493.1"	9	"9.00"	9
"YP_003044494.1"	5	"5.00"	5
"YP_003044496.1"	24	"24.00"	24
"YP_003044502.1"	1	"1.00"	1
"YP_003044508.1"	5	"5.00"	5
"YP_003044509.1"	18	"18.00"	18
"YP_003044510.1"	10	"10.00"	10
"YP_003044511.1"	28	"28.00"	28
"YP_003044512.1"	62	"62.00"	62
"YP_003044513.1"	9	"9.00"	9
"YP_003044514.1"	3	"3.00"	3
"YP_003044515.1"	7	"7.00"	7
"YP_003044517.1"	29	"29.00"	29
"YP_003044520.1"	29	"29.00"	29
"YP_003044521.1"	16	"16.00"	16
"YP_003044525.1"	2	"2.00"	2
"YP_003044526.1"	2	"2.00"	2
"YP_003044527.1"	2	"2.00"	2
"YP_003044530.1"	2	"2.00"	2
"YP_003044531.1"	17	"17.00"	17
"YP_003044537.1"	2	"1.00"	0
"YP_003044542.1"	1	"1.00"	1
"YP_003044546.1"	7	"7.00"	7
"YP_003044557.1"	13	"13.00"	13
"YP_003044558.1"	2	"0.67"	0
"YP_003044559.1"	53	"53.00"	53
"YP_003044561.1"	7	"7.00"	7
"YP_003044562.1"	37	"37.00"	37
"YP_003044564.1"	3	"3.00"	3
"YP_003044566.1"	2	"2.00"	2
"YP_003044577.1"	10	"10.00"	10
"YP_003044578.1"	4	"4.00"	4
"YP_003044579.1"	11	"11.00"	11
"YP_003044580.1"	127	"127.00"	127
"YP_003044581.1"	4	"2.00"	0
"YP_003044582.1"	6	"0.21"	0
"YP_003044589.1"	35	"35.00"	35
"YP_003044591.1"	46	"46.00"	46
"YP_003044593.1"	5	"5.00"	5
"YP_003044597.1"	6	"6.00"	6
"YP_003044598.1"	40	"40.00"	40
"YP_003044601.1"	1	"1.00"	1
"YP_003044602.1"	24	"24.00"	24
"YP_003044606.1"	11	"11.00"	11
"YP_003044610.1"	10	"10.00"	10
"YP_003044614.1"	2	"2.00"	2
"YP_003044615.1"	9	"9.00"	9
"YP_003044617.1"	5	"5.00"	5
"YP_003044618.1"	48	"48.00"	48
"YP_003044623.1"	1	"0.50"	0
"YP_003044632.1"	1	"1.00"	1
"YP_003044633.1"	1	"1.00"	1
"YP_003044640.1"	12	"6.00"	0
"YP_003044641.1"	4	"2.00"	0
"YP_003044645.1"	48	"48.00"	48
"YP_003044646.1"	8	"8.00"	8
"YP_003044648.1"	14	"14.00"	14
"YP_003044653.1"	7	"7.00"	7
"YP_003044660.1"	71	"71.00"	71
"YP_003044661.1"	22	"22.00"	22
"YP_003044662.1"	1	"1.00"	1
"YP_003044664.1"	24	"24.00"	24
"YP_003044674.1"	2	"2.00"	2
"YP_003044684.1"	6	"6.00"	6
"YP_003044685.1"	15	"15.00"	15
"YP_003044687.1"	1	"1.00"	1
"YP_003044690.1"	3	"3.00"	3
"YP_003044700.1"	45	"45.00"	45
"YP_003044701.1"	32	"32.00"	32
"YP_003044702.1"	19	"19.00"	19
"YP_003044703.1"	1	"1.00"	1
"YP_003044704.1"	2	"1.33"	1
"YP_003044717.1"	18	"18.00"	18
"YP_003044718.1"	1	"1.00"	1
"YP_003044725.1"	2	"2.00"	2
"YP_003044736.1"	1	"1.00"	1
"YP_003044741.1"	4	"4.00"	4
"YP_003044747.1"	3	"2.00"	1
"YP_003044752.1"	8	"8.00"	8
"YP_003044753.1"	7	"7.00"	7
"YP_003044755.1"	2	"2.00"	2
"YP_003044760.1"	4	"4.00"	4
"YP_003044763.1"	2	"2.00"	2
"YP_003044764.1"	2	"2.00"	2
"YP_003044767.1"	1	"1.00"	1
"YP_003044771.1"	30	"30.00"	30
"YP_003044772.1"	179	"179.00"	179
"YP_003044773.1"	66	"66.00"	66
"YP_003044774.1"	2	"1.00"	0
"YP_003044777.1"	24	"24.00"	24
"YP_003044778.1"	16	"16.00"	16
"YP_003044779.1"	3	"3.00"	3
"YP_003044780.1"	69	"69.00"	69
"YP_003044781.1"	127	"103.00"	79
"YP_003044782.1"	41	"41.00"	41
"YP_003044783.1"	67	"67.00"	67
"YP_003044784.1"	1	"1.00"	1
"YP_003044786.1"	2	"2.00"	2
"YP_003044787.1"	9	"9.00"	9
"YP_003044788.1"	7	"7.00"	7
"YP_003044789.1"	1	"1.00"	1
"YP_003044790.1"	1	"1.00"	1
"YP_003044791.1"	6	"6.00"	6
"YP_003044792.1"	12	"12.00"	12
"YP_003044793.1"	44	"44.00"	44
"YP_003044795.1"	1	"1.00"	1
"YP_003044799.1"	11	"11.00"	11
"YP_003044801.1"	7	"7.00"	7
"YP_003044803.1"	5	"5.00"	5
"YP_003044805.1"	38	"38.00"	38
"YP_003044806.1"	11	"11.00"	11
"YP_003044807.1"	89	"87.40"	87
"YP_003044808.1"	16	"16.00"	16
"YP_003044810.1"	18	"18.00"	18
"YP_003044811.1"	71	"71.00"	71
"YP_003044812.1"	9	"9.00"	9
"YP_003044814.1"	8	"8.00"	8
"YP_003044816.1"	2	"2.00"	2
"YP_003044817.1"	24	"24.00"	24
"YP_003044820.1"	30	"30.00"	30
"YP_003044821.1"	2	"2.00"	2
"YP_003044822.1"	2	"2.00"	2
"YP_003044823.1"	5	"3.40"	3
"YP_003044824.1"	14	"14.00"	14
"YP_003044826.1"	39	"39.00"	39
"YP_003044829.1"	36	"36.00"	36
"YP_003044832.1"	7	"7.00"	7
"YP_003044833.1"	10	"10.00"	10
"YP_003044835.1"	9	"9.00"	9
"YP_003044836.1"	18	"18.00"	18
"YP_003044840.1"	1	"1.00"	1
"YP_003044844.1"	4	"4.00"	4
"YP_003044845.1"	98	"98.00"	98
"YP_003044846.1"	18	"18.00"	18
"YP_003044847.1"	4	"4.00"	4
"YP_003044849.1"	12	"12.00"	12
"YP_003044850.1"	15	"15.00"	15
"YP_003044851.1"	19	"19.00"	19
"YP_003044852.1"	8	"8.00"	8
"YP_003044853.1"	8	"8.00"	8
"YP_003044854.1"	3	"3.00"	3
"YP_003044855.1"	11	"11.00"	11
"YP_003044856.1"	85	"85.00"	85
"YP_003044860.1"	1	"1.00"	1
"YP_003044861.1"	31	"31.00"	31
"YP_003044869.1"	1	"1.00"	1
"YP_003044870.1"	81	"81.00"	81
"YP_003044871.1"	9	"9.00"	9
"YP_003044872.1"	12	"12.00"	12
"YP_003044873.1"	2	"2.00"	2
"YP_003044874.1"	19	"19.00"	19
"YP_003044877.1"	3	"3.00"	3
"YP_003044878.1"	21	"21.00"	21
"YP_003044880.1"	24	"24.00"	24
"YP_003044881.1"	135	"135.00"	135
"YP_003044882.1"	82	"82.00"	82
"YP_003044884.1"	47	"47.00"	47
"YP_003044885.1"	6	"6.00"	6
"YP_003044886.1"	55	"55.00"	55
"YP_003044887.1"	88	"88.00"	88
"YP_003044890.1"	32	"32.00"	32
"YP_003044892.1"	17	"17.00"	17
"YP_003044893.1"	3	"3.00"	3
"YP_003044894.1"	29	"29.00"	29
"YP_003044896.1"	21	"21.00"	21
"YP_003044898.1"	2	"2.00"	2
"YP_003044899.1"	22	"22.00"	22
"YP_003044904.1"	1	"1.00"	1
"YP_003044905.1"	4	"4.00"	4
"YP_003044906.1"	7	"7.00"	7
"YP_003044907.1"	45	"45.00"	45
"YP_003044908.1"	2	"2.00"	2
"YP_003044910.1"	3	"3.00"	3
"YP_003044912.1"	4	"4.00"	4
"YP_003044914.1"	2	"2.00"	2
"YP_003044915.1"	6	"6.00"	6
"YP_003044916.1"	36	"36.00"	36
"YP_003044919.1"	1	"1.00"	1
"YP_003044920.1"	3	"3.00"	3
"YP_003044923.1"	8	"8.00"	8
"YP_003044924.1"	1	"1.00"	1
"YP_003044925.1"	5	"5.00"	5
"YP_003044927.1"	200	"200.00"	200
"YP_003044930.1"	27	"27.00"	27
"YP_003044931.1"	33	"33.00"	33
"YP_003044932.1"	23	"23.00"	23
"YP_003044933.1"	15	"15.00"	15
"YP_003044936.1"	7	"7.00"	7
"YP_003044937.1"	1	"1.00"	1
"YP_003044939.1"	2	"2.00"	2
"YP_003044943.1"	10	"10.00"	10
"YP_003044944.1"	17	"17.00"	17
"YP_003044945.1"	659	"656.00"	653
"YP_003044946.1"	50	"50.00"	50
"YP_003044947.1"	1	"1.00"	1
"YP_003044948.1"	6	"6.00"	6
"YP_003044953.1"	4	"4.00"	4
"YP_003044956.1"	2	"2.00"	2
"YP_003044958.1"	6	"6.00"	6
"YP_003044959.1"	4	"4.00"	4
"YP_003044960.1"	4	"4.00"	4
"YP_003044971.1"	2	"2.00"	2
"YP_003044972.1"	33	"33.00"	33
"YP_003044973.1"	8	"8.00"	8
"YP_003044974.1"	13	"13.00"	13
"YP_003044976.1"	6	"6.00"	6
"YP_003044977.1"	6	"6.00"	6
"YP_003044979.1"	24	"24.00"	24
"YP_003044981.1"	11	"11.00"	11
"YP_003044983.1"	1	"1.00"	1
"YP_003044984.1"	35	"35.00"	35
"YP_003044985.1"	3	"3.00"	3
"YP_003044986.1"	13	"13.00"	13
"YP_003044989.1"	10	"10.00"	10
"YP_003044990.1"	197	"196.50"	196
"YP_003044995.1"	32	"32.00"	32
"YP_003044997.1"	10	"10.00"	10
"YP_003044998.1"	52	"52.00"	52
"YP_003044999.1"	58	"58.00"	58
"YP_003045000.1"	10	"10.00"	10
"YP_003045002.1"	26	"24.50"	23
"YP_003045003.1"	11	"11.00"	11
"YP_003045004.1"	2	"2.00"	2
"YP_003045007.1"	8	"8.00"	8
"YP_003045009.1"	5	"5.00"	5
"YP_003045012.1"	4	"4.00"	4
"YP_003045013.1"	6	"6.00"	6
"YP_003045014.1"	6	"6.00"	6
"YP_003045015.1"	7	"7.00"	7
"YP_003045016.1"	19	"19.00"	19
"YP_003045017.1"	87	"87.00"	87
"YP_003045018.1"	46	"46.00"	46
"YP_003045020.1"	76	"76.00"	76
"YP_003045021.1"	28	"28.00"	28
"YP_003045022.1"	90	"90.00"	90
"YP_003045023.1"	15	"15.00"	15
"YP_003045024.1"	1	"1.00"	1
"YP_003045025.1"	17	"17.00"	17
"YP_003045026.1"	4	"4.00"	4
"YP_003045028.1"	24	"24.00"	24
"YP_003045029.1"	8	"8.00"	8
"YP_003045031.1"	3	"3.00"	3
"YP_003045032.1"	19	"19.00"	19
"YP_003045033.1"	3	"3.00"	3
"YP_003045034.1"	115	"115.00"	115
"YP_003045035.1"	4	"4.00"	4
"YP_003045038.1"	9	"9.00"	9
"YP_003045039.1"	8	"8.00"	8
"YP_003045040.1"	4	"4.00"	4
"YP_003045042.1"	10	"10.00"	10
"YP_003045043.1"	12	"12.00"	12
"YP_003045044.1"	78	"78.00"	78
"YP_003045047.1"	38	"38.00"	38
"YP_003045048.1"	4	"4.00"	4
"YP_003045056.1"	2	"2.00"	2
"YP_003045057.1"	1	"1.00"	1
"YP_003045059.1"	9	"9.00"	9
"YP_003045060.1"	9	"9.00"	9
"YP_003045061.1"	4	"4.00"	4
"YP_003045062.1"	5	"5.00"	5
"YP_003045063.1"	1	"1.00"	1
"YP_003045065.1"	7	"5.50"	5
"YP_003045066.1"	22	"22.00"	22
"YP_003045068.1"	18	"18.00"	18
"YP_003045069.1"	9	"9.00"	9
"YP_003045070.1"	45	"45.00"	45
"YP_003045073.1"	16	"16.00"	16
"YP_003045075.1"	5	"5.00"	5
"YP_003045077.1"	6	"0.21"	0
"YP_003045082.1"	2	"2.00"	2
"YP_003045083.1"	3	"3.00"	3
"YP_003045087.1"	23	"23.00"	23
"YP_003045088.1"	3	"3.00"	3
"YP_003045090.1"	47	"47.00"	47
"YP_003045091.1"	5	"5.00"	5
"YP_003045092.1"	2	"2.00"	2
"YP_003045093.1"	8	"8.00"	8
"YP_003045095.1"	7	"5.00"	3
"YP_003045096.1"	2	"2.00"	2
"YP_003045104.1"	41	"41.00"	41
"YP_003045105.1"	1	"1.00"	1
"YP_003045106.1"	4	"4.00"	4
"YP_003045108.1"	25	"25.00"	25
"YP_003045109.1"	5	"5.00"	5
"YP_003045113.1"	26	"26.00"	26
"YP_003045115.1"	46	"45.00"	44
"YP_003045116.1"	33	"32.50"	32
"YP_003045117.1"	57	"57.00"	57
"YP_003045118.1"	66	"66.00"	66
"YP_003045119.1"	42	"42.00"	42
"YP_003045120.1"	35	"34.00"	33
"YP_003045121.1"	53	"53.00"	53
"YP_003045122.1"	13	"13.00"	13
"YP_003045123.1"	63	"63.00"	63
"YP_003045125.1"	144	"144.00"	144
"YP_003045126.1"	6	"4.00"	2
"YP_003045129.1"	6	"0.21"	0
"YP_003045130.1"	4	"4.00"	4
"YP_003045131.1"	9	"9.00"	9
"YP_003045133.1"	3	"3.00"	3
"YP_003045134.1"	10	"10.00"	10
"YP_003045135.1"	13	"13.00"	13
"YP_003045136.1"	56	"56.00"	56
"YP_003045138.1"	15	"15.00"	15
"YP_003045139.1"	22	"22.00"	22
"YP_003045140.1"	23	"23.00"	23
"YP_003045141.1"	58	"56.50"	55
"YP_003045142.1"	35	"35.00"	35
"YP_003045148.1"	4	"2.00"	0
"YP_003045152.1"	2	"2.00"	2
"YP_003045160.1"	2	"2.00"	2
"YP_003045163.1"	2	"2.00"	2
"YP_003045164.1"	26	"26.00"	26
"YP_003045165.1"	20	"20.00"	20
"YP_003045166.1"	19	"19.00"	19
"YP_003045169.1"	1	"1.00"	1
"YP_003045173.1"	1	"1.00"	1
"YP_003045175.1"	2	"2.00"	2
"YP_003045177.1"	6	"6.00"	6
"YP_003045178.1"	19	"19.00"	19
"YP_003045180.1"	26	"26.00"	26
"YP_003045193.1"	1	"1.00"	1
"YP_003045197.1"	4	"4.00"	4
"YP_003045204.1"	1	"1.00"	1
"YP_003045205.1"	4	"4.00"	4
"YP_003045210.1"	3	"3.00"	3
"YP_003045215.1"	6	"0.21"	0
"YP_003045218.1"	18	"18.00"	18
"YP_003045219.1"	1	"1.00"	1
"YP_003045220.1"	16	"16.00"	16
"YP_003045221.1"	2	"2.00"	2
"YP_003045222.1"	4	"4.00"	4
"YP_003045224.1"	10	"10.00"	10
"YP_003045225.1"	8	"8.00"	8
"YP_003045226.1"	14	"14.00"	14
"YP_003045227.1"	1	"1.00"	1
"YP_003045234.1"	6	"0.21"	0
"YP_003045236.1"	22	"22.00"	22
"YP_003045237.1"	115	"115.00"	115
"YP_003045246.1"	16	"16.00"	16
"YP_003045247.1"	14	"14.00"	14
"YP_003045248.1"	1	"1.00"	1
"YP_003045254.1"	2	"2.00"	2
"YP_003045255.1"	71	"70.00"	69
"YP_003045256.1"	82	"82.00"	82
"YP_003045257.1"	7	"7.00"	7
"YP_003045262.1"	1	"1.00"	1
"YP_003045265.1"	15	"15.00"	15
"YP_003045266.1"	1	"1.00"	1
"YP_003045268.1"	1	"1.00"	1
"YP_003045270.1"	10	"10.00"	10
"YP_003045271.1"	170	"168.50"	168
"YP_003045272.1"	407	"407.00"	407
"YP_003045273.1"	14	"14.00"	14
"YP_003045275.1"	93	"92.50"	92
"YP_003045276.1"	11	"11.00"	11
"YP_003045277.1"	39	"39.00"	39
"YP_003045278.1"	2	"2.00"	2
"YP_003045279.1"	4	"4.00"	4
"YP_003045281.1"	5	"5.00"	5
"YP_003045289.1"	17	"17.00"	17
"YP_003045290.1"	9	"9.00"	9
"YP_003045291.1"	46	"46.00"	46
"YP_003045294.1"	5	"5.00"	5
"YP_003045295.1"	10	"9.33"	9
"YP_003045296.1"	5	"5.00"	5
"YP_003045297.1"	1	"1.00"	1
"YP_003045298.1"	5	"5.00"	5
"YP_003045300.1"	1	"1.00"	1
"YP_003045301.1"	1	"1.00"	1
"YP_003045303.1"	3	"3.00"	3
"YP_003045304.1"	5	"5.00"	5
"YP_003045306.1"	21	"21.00"	21
"YP_003045307.1"	1	"1.00"	1
"YP_003045308.1"	82	"82.00"	82
"YP_003045309.1"	36	"36.00"	36
"YP_003045310.1"	5	"5.00"	5
"YP_003045311.1"	10	"10.00"	10
"YP_003045312.1"	1	"1.00"	1
"YP_003045313.1"	12	"11.50"	11
"YP_003045314.1"	1	"1.00"	1
"YP_003045315.1"	7	"7.00"	7
"YP_003045330.1"	1	"1.00"	1
"YP_003045331.1"	2	"2.00"	2
"YP_003045337.1"	6	"0.21"	0
"YP_003045338.1"	9	"9.00"	9
"YP_003045340.1"	4	"4.00"	4
"YP_003045349.1"	1	"1.00"	1
"YP_003045350.1"	115	"115.00"	115
"YP_003045351.1"	45	"45.00"	45
"YP_003045353.1"	63	"63.00"	63
"YP_003045354.1"	30	"30.00"	30
"YP_003045358.1"	83	"83.00"	83
"YP_003045359.1"	14	"14.00"	14
"YP_003045360.1"	42	"42.00"	42
"YP_003045361.1"	29	"29.00"	29
"YP_003045362.1"	15	"15.00"	15
"YP_003045368.1"	37	"37.00"	37
"YP_003045370.1"	1	"1.00"	1
"YP_003045375.1"	2	"1.00"	0
"YP_003045376.1"	2	"2.00"	2
"YP_003045379.1"	8	"8.00"	8
"YP_003045381.1"	2	"2.00"	2
"YP_003045382.1"	25	"25.00"	25
"YP_003045386.1"	3	"3.00"	3
"YP_003045387.1"	2	"2.00"	2
"YP_003045388.1"	5	"5.00"	5
"YP_003045389.1"	4	"4.00"	4
"YP_003045396.1"	6	"6.00"	6
"YP_003045398.1"	28	"28.00"	28
"YP_003045399.1"	1	"1.00"	1
"YP_003045400.1"	162	"162.00"	162
"YP_003045401.1"	91	"91.00"	91
"YP_003045402.1"	32	"32.00"	32
"YP_003045403.1"	141	"141.00"	141
"YP_003045404.1"	43	"43.00"	43
"YP_003045405.1"	3	"3.00"	3
"YP_003045406.1"	15	"14.00"	13
"YP_003045407.1"	22	"22.00"	22
"YP_003045408.1"	14	"14.00"	14
"YP_003045410.1"	27	"27.00"	27
"YP_003045411.1"	46	"46.00"	46
"YP_003045413.1"	76	"76.00"	76
"YP_003045414.1"	118	"118.00"	118
"YP_003045416.1"	35	"35.00"	35
"YP_003045417.1"	11	"11.00"	11
"YP_003045418.1"	7	"7.00"	7
"YP_003045420.1"	10	"9.50"	9
"YP_003045421.1"	16	"16.00"	16
"YP_003045423.1"	13	"13.00"	13
"YP_003045425.1"	3	"3.00"	3
"YP_003045426.1"	97	"97.00"	97
"YP_003045427.1"	66	"66.00"	66
"YP_003045428.1"	4	"4.00"	4
"YP_003045429.1"	63	"63.00"	63
"YP_003045431.1"	9	"9.00"	9
"YP_003045432.1"	30	"30.00"	30
"YP_003045433.1"	48	"48.00"	48
"YP_003045435.1"	5	"5.00"	5
"YP_003045436.1"	20	"20.00"	20
"YP_003045437.1"	51	"51.00"	51
"YP_003045438.1"	3	"3.00"	3
"YP_003045440.1"	70	"70.00"	70
"YP_003045441.1"	3	"3.00"	3
"YP_003045442.1"	9	"9.00"	9
"YP_003045443.1"	2	"2.00"	2
"YP_003045445.1"	3	"3.00"	3
"YP_003045446.1"	37	"37.00"	37
"YP_003045447.1"	26	"26.00"	26
"YP_003045448.1"	2	"2.00"	2
"YP_003045453.1"	1	"1.00"	1
"YP_003045454.1"	1	"1.00"	1
"YP_003045456.1"	18	"18.00"	18
"YP_003045457.1"	19	"19.00"	19
"YP_003045458.1"	31	"31.00"	31
"YP_003045459.1"	4	"4.00"	4
"YP_003045460.1"	31	"31.00"	31
"YP_003045462.1"	6	"0.21"	0
"YP_003045463.1"	11	"11.00"	11
"YP_003045467.1"	14	"14.00"	14
"YP_003045471.1"	1	"1.00"	1
"YP_003045480.1"	24	"24.00"	24
"YP_003045481.1"	1	"1.00"	1
"YP_003045482.1"	8	"8.00"	8
"YP_003045483.1"	1	"1.00"	1
"YP_003045489.1"	45	"45.00"	45
"YP_003045495.1"	2	"2.00"	2
"YP_003045497.1"	80	"80.00"	80
"YP_003045502.1"	26	"26.00"	26
"YP_003045503.1"	34	"34.00"	34
"YP_003045505.1"	504	"504.00"	504
"YP_003045506.1"	81	"81.00"	81
"YP_003045507.1"	120	"120.00"	120
"YP_003045508.1"	35	"35.00"	35
"YP_003045509.1"	5	"5.00"	5
"YP_003045510.1"	2	"2.00"	2
"YP_003045511.1"	3	"3.00"	3
"YP_003045512.1"	42	"42.00"	42
"YP_003045513.1"	36	"36.00"	36
"YP_003045516.1"	109	"109.00"	109
"YP_003045517.1"	8	"8.00"	8
"YP_003045519.1"	22	"22.00"	22
"YP_003045520.1"	4	"4.00"	4
"YP_003045522.1"	21	"21.00"	21
"YP_003045523.1"	23	"23.00"	23
"YP_003045525.1"	11	"11.00"	11
"YP_003045526.1"	1	"1.00"	1
"YP_003045527.1"	1	"1.00"	1
"YP_003045532.1"	4	"4.00"	4
"YP_003045534.1"	1	"1.00"	1
"YP_003045536.1"	1	"1.00"	1
"YP_003045539.1"	1	"1.00"	1
"YP_003045545.1"	138	"138.00"	138
"YP_003045546.1"	21	"18.00"	15
"YP_003045547.1"	37	"32.00"	27
"YP_003045549.1"	5	"5.00"	5
"YP_003045550.1"	6	"3.00"	0
"YP_003045553.1"	10	"10.00"	10
"YP_003045554.1"	31	"31.00"	31
"YP_003045556.1"	2	"2.00"	2
"YP_003045557.1"	4	"4.00"	4
"YP_003045558.1"	16	"16.00"	16
"YP_003045559.1"	70	"70.00"	70
"YP_003045560.1"	91	"91.00"	91
"YP_003045561.1"	51	"51.00"	51
"YP_003045562.1"	11	"11.00"	11
"YP_003045563.1"	54	"54.00"	54
"YP_003045576.1"	27	"27.00"	27
"YP_003045577.1"	22	"22.00"	22
"YP_003045578.1"	6	"6.00"	6
"YP_003045580.1"	46	"46.00"	46
"YP_003045581.1"	82	"82.00"	82
"YP_003045582.1"	29	"29.00"	29
"YP_003045583.1"	20	"20.00"	20
"YP_003045584.1"	20	"20.00"	20
"YP_003045589.1"	87	"87.00"	87
"YP_003045590.1"	111	"111.00"	111
"YP_003045591.1"	6	"6.00"	6
"YP_003045593.1"	57	"57.00"	57
"YP_003045594.1"	61	"61.00"	61
"YP_003045595.1"	45	"45.00"	45
"YP_003045596.1"	110	"110.00"	110
"YP_003045597.1"	61	"61.00"	61
"YP_003045598.1"	27	"27.00"	27
"YP_003045599.1"	11	"11.00"	11
"YP_003045600.1"	71	"71.00"	71
"YP_003045602.1"	24	"24.00"	24
"YP_003045603.1"	19	"19.00"	19
"YP_003045604.1"	11	"11.00"	11
"YP_003045605.1"	79	"79.00"	79
"YP_003045606.1"	8	"8.00"	8
"YP_003045607.1"	17	"17.00"	17
"YP_003045608.1"	65	"65.00"	65
"YP_003045609.1"	12	"12.00"	12
"YP_003045610.1"	10	"10.00"	10
"YP_003045611.1"	28	"28.00"	28
"YP_003045612.1"	147	"147.00"	147
"YP_003045613.1"	45	"45.00"	45
"YP_003045614.1"	20	"20.00"	20
"YP_003045615.1"	34	"34.00"	34
"YP_003045619.1"	8	"8.00"	8
"YP_003045631.1"	3	"3.00"	3
"YP_003045633.1"	211	"211.00"	211
"YP_003045634.1"	8	"8.00"	8
"YP_003045635.1"	19	"19.00"	19
"YP_003045636.1"	1	"1.00"	1
"YP_003045638.1"	6	"6.00"	6
"YP_003045639.1"	336	"335.00"	334
"YP_003045640.1"	6	"0.21"	0
"YP_003045643.1"	3	"3.00"	3
"YP_003045647.1"	11	"11.00"	11
"YP_003045649.1"	11	"11.00"	11
"YP_003045650.1"	18	"18.00"	18
"YP_003045651.1"	55	"55.00"	55
"YP_003045652.1"	68	"68.00"	68
"YP_003045653.1"	1	"1.00"	1
"YP_003045654.1"	47	"47.00"	47
"YP_003045655.1"	12	"12.00"	12
"YP_003045656.1"	12	"12.00"	12
"YP_003045657.1"	2	"2.00"	2
"YP_003045658.1"	2	"2.00"	2
"YP_003045659.1"	29	"29.00"	29
"YP_003045660.1"	1	"1.00"	1
"YP_003045662.1"	17	"17.00"	17
"YP_003045663.1"	5	"5.00"	5
"YP_003045664.1"	40	"40.00"	40
"YP_003045665.1"	9	"9.00"	9
"YP_003045667.1"	11	"11.00"	11
"YP_003045668.1"	53	"53.00"	53
"YP_003045670.1"	2	"2.00"	2
"YP_003045671.1"	231	"231.00"	231
"YP_003045673.1"	13	"13.00"	13
"YP_003045674.1"	31	"31.00"	31
"YP_003045675.1"	51	"51.00"	51
"YP_003045677.1"	43	"43.00"	43
"YP_003045678.1"	77	"77.00"	77
"YP_003045679.1"	70	"68.00"	66
"YP_003045684.1"	77	"76.00"	75
"YP_003045685.1"	10	"10.00"	10
"YP_003045686.1"	16	"16.00"	16
"YP_003045687.1"	45	"45.00"	45
"YP_003045688.1"	43	"43.00"	43
"YP_003045690.1"	12	"12.00"	12
"YP_003045691.1"	45	"45.00"	45
"YP_003045692.1"	6	"6.00"	6
"YP_003045694.1"	5	"5.00"	5
"YP_003045695.1"	6	"6.00"	6
"YP_003045696.1"	4	"4.00"	4
"YP_003045697.1"	2	"2.00"	2
"YP_003045698.1"	2	"2.00"	2
"YP_003045700.1"	1	"1.00"	1
"YP_003045702.1"	6	"0.21"	0
"YP_003045704.1"	6	"6.00"	6
"YP_003045705.1"	1	"1.00"	1
"YP_003045706.1"	35	"35.00"	35
"YP_003045707.1"	39	"39.00"	39
"YP_003045710.1"	11	"11.00"	11
"YP_003045713.1"	4	"3.00"	2
"YP_003045714.1"	31	"31.00"	31
"YP_003045720.1"	4	"4.00"	4
"YP_003045721.1"	2	"2.00"	2
"YP_003045724.1"	2	"2.00"	2
"YP_003045728.1"	12	"11.50"	11
"YP_003045729.1"	27	"27.00"	27
"YP_003045731.1"	55	"55.00"	55
"YP_003045732.1"	33	"33.00"	33
"YP_003045734.1"	8	"8.00"	8
"YP_003045735.1"	6	"5.00"	4
"YP_003045736.1"	188	"188.00"	188
"YP_003045737.1"	1	"1.00"	1
"YP_003045738.1"	67	"67.00"	67
"YP_003045739.1"	19	"19.00"	19
"YP_003045740.1"	9	"9.00"	9
"YP_003045743.1"	7	"7.00"	7
"YP_003045746.1"	2	"2.00"	2
"YP_003045747.1"	17	"17.00"	17
"YP_003045753.1"	2	"2.00"	2
"YP_003045754.1"	2	"1.00"	0
"YP_003045756.1"	3	"3.00"	3
"YP_003045766.1"	5	"5.00"	5
"YP_003045770.1"	1	"1.00"	1
"YP_003045772.1"	31	"31.00"	31
"YP_003045774.1"	1	"1.00"	1
"YP_003045780.1"	3	"2.00"	1
"YP_003045781.1"	13	"13.00"	13
"YP_003045782.1"	7	"7.00"	7
"YP_003045783.1"	12	"12.00"	12
"YP_003045784.1"	19	"19.00"	19
