"#ProtID"	"Unweighted"	"Weighted"	"Unique"
"YP_003046998.1"	26	"26.00"	26
"YP_003046999.1"	49	"49.00"	49
"YP_003047000.1"	79	"79.00"	79
"YP_003047001.1"	155	"155.00"	155
"YP_003047004.1"	5	"5.00"	5
"YP_003047009.1"	5	"5.00"	5
"YP_003047013.1"	44	"44.00"	44
"YP_003047014.1"	226	"226.00"	226
"YP_003047015.1"	56	"56.00"	56
"YP_003047016.1"	101	"101.00"	101
"YP_003047017.1"	68	"68.00"	68
"YP_003047018.1"	100	"100.00"	100
"YP_003047019.1"	37	"37.00"	37
"YP_003047020.1"	70	"70.00"	70
"YP_003047021.1"	8	"8.00"	8
"YP_003047023.1"	20	"20.00"	20
"YP_003047024.1"	50	"50.00"	50
"YP_003047025.1"	14	"14.00"	14
"YP_003047026.1"	13	"13.00"	13
"YP_003047027.1"	5	"5.00"	5
"YP_003047028.1"	17	"17.00"	17
"YP_003047029.1"	969	"484.00"	0
"YP_003047030.1"	2	"2.00"	2
"YP_003047031.1"	35	"35.00"	35
"YP_003047032.1"	32	"32.00"	32
"YP_003047033.1"	233	"233.00"	233
"YP_003047034.1"	77	"77.00"	77
"YP_003047035.1"	262	"262.00"	262
"YP_003047036.1"	393	"392.00"	391
"YP_003047037.1"	386	"386.00"	386
"YP_003047045.1"	9	"9.00"	9
"YP_003047046.1"	3	"3.00"	3
"YP_003047047.1"	22	"22.00"	22
"YP_003047048.1"	4	"4.00"	4
"YP_003047049.1"	6	"6.00"	6
"YP_003047050.1"	75	"73.00"	71
"YP_003047051.1"	1	"1.00"	1
"YP_003047055.1"	92	"92.00"	92
"YP_003047056.1"	155	"155.00"	155
"YP_003047058.1"	48	"48.00"	48
"YP_003047059.1"	47	"47.00"	47
"YP_003047060.1"	58	"58.00"	58
"YP_003047062.1"	10	"10.00"	10
"YP_003047063.1"	181	"181.00"	181
"YP_003047065.1"	15	"15.00"	15
"YP_003047066.1"	16	"16.00"	16
"YP_003047067.1"	2	"2.00"	2
"YP_003047068.1"	86	"84.00"	83
"YP_003047069.1"	144	"143.00"	142
"YP_003047073.1"	1	"1.00"	1
"YP_003047077.1"	22	"22.00"	22
"YP_003047078.1"	230	"230.00"	230
"YP_003047079.1"	63	"63.00"	63
"YP_003047080.1"	57	"57.00"	57
"YP_003047081.1"	62	"62.00"	62
"YP_003047083.1"	9	"9.00"	9
"YP_003047085.1"	91	"91.00"	91
"YP_003047087.1"	15	"14.00"	13
"YP_003047089.1"	2	"2.00"	2
"YP_003047090.1"	4	"4.00"	4
"YP_003047093.1"	23	"23.00"	23
"YP_003047095.1"	11	"11.00"	11
"YP_003047096.1"	25	"25.00"	25
"YP_003047097.1"	12	"12.00"	12
"YP_003047098.1"	68	"68.00"	68
"YP_003047100.1"	8	"8.00"	8
"YP_003047101.1"	5	"5.00"	5
"YP_003047102.1"	58	"57.00"	56
"YP_003047103.1"	23	"18.50"	14
"YP_003047107.1"	5	"5.00"	5
"YP_003047111.1"	2	"2.00"	2
"YP_003047112.1"	171	"171.00"	171
"YP_003047113.1"	1	"1.00"	1
"YP_003047120.1"	4	"4.00"	4
"YP_003047121.1"	7	"7.00"	7
"YP_003047130.1"	3	"1.50"	1
"YP_003047131.1"	3	"3.00"	3
"YP_003047132.1"	8	"8.00"	8
"YP_003047133.1"	3	"3.00"	3
"YP_003047134.1"	1	"1.00"	1
"YP_003047135.1"	1	"1.00"	1
"YP_003047149.1"	1	"1.00"	1
"YP_003047150.1"	4	"4.00"	4
"YP_003047151.1"	1	"1.00"	1
"YP_003047153.1"	3	"3.00"	3
"YP_003047157.1"	1	"1.00"	1
"YP_003047159.1"	1	"1.00"	1
"YP_003047160.1"	1	"1.00"	1
"YP_003047163.1"	1	"1.00"	1
"YP_003047164.1"	49	"25.00"	1
"YP_003047170.1"	20	"16.50"	13
"YP_003047175.1"	23	"23.00"	23
"YP_003047177.1"	6	"6.00"	6
"YP_003047179.1"	60	"60.00"	60
"YP_003047180.1"	3	"3.00"	3
"YP_003047182.1"	45	"45.00"	45
"YP_003047183.1"	1039	"1039.00"	1039
"YP_003047184.1"	24	"24.00"	24
"YP_003047186.1"	6	"6.00"	6
"YP_003047187.1"	9	"9.00"	9
"YP_003047189.1"	4	"4.00"	4
"YP_003047191.1"	1	"1.00"	1
"YP_003047195.1"	10	"10.00"	10
"YP_003047196.1"	18	"18.00"	18
"YP_003047197.1"	5	"5.00"	5
"YP_003047199.1"	16	"16.00"	16
"YP_003047200.1"	36	"36.00"	36
"YP_003047201.1"	25	"25.00"	25
"YP_003047202.1"	11	"11.00"	11
"YP_003047203.1"	1	"1.00"	1
"YP_003047204.1"	4	"4.00"	4
"YP_003047205.1"	5	"5.00"	5
"YP_003047206.1"	8	"8.00"	8
"YP_003047207.1"	21	"21.00"	21
"YP_003047208.1"	11	"11.00"	11
"YP_003047209.1"	33	"33.00"	33
"YP_003047210.1"	39	"39.00"	39
"YP_003047211.1"	92	"92.00"	92
"YP_003047212.1"	77	"77.00"	77
"YP_003047214.1"	165	"165.00"	165
"YP_003047215.1"	6	"6.00"	6
"YP_003047216.1"	32	"32.00"	32
"YP_003047217.1"	13	"13.00"	13
"YP_003047227.1"	2	"2.00"	2
"YP_003047228.1"	1	"1.00"	1
"YP_003047229.1"	6	"6.00"	6
"YP_003047233.1"	1	"1.00"	1
"YP_003047234.1"	1	"1.00"	1
"YP_003047235.1"	1	"1.00"	1
"YP_003047237.1"	51	"51.00"	51
"YP_003047239.1"	70	"70.00"	70
"YP_003047240.1"	219	"219.00"	219
"YP_003047247.1"	1	"1.00"	1
"YP_003047248.1"	17	"17.00"	17
"YP_003047249.1"	29	"29.00"	29
"YP_003047250.1"	5	"5.00"	5
"YP_003047253.1"	11	"11.00"	11
"YP_003047255.1"	49	"49.00"	49
"YP_003047256.1"	24	"24.00"	24
"YP_003047257.1"	4	"4.00"	4
"YP_003047259.1"	10	"10.00"	10
"YP_003047260.1"	16	"16.00"	16
"YP_003047261.1"	4	"4.00"	4
"YP_003047262.1"	9	"9.00"	9
"YP_003047265.1"	66	"66.00"	66
"YP_003047266.1"	3	"3.00"	3
"YP_003047270.1"	44	"44.00"	44
"YP_003047271.1"	32	"32.00"	32
"YP_003047272.1"	8	"8.00"	8
"YP_003047273.1"	51	"51.00"	51
"YP_003047275.1"	17	"17.00"	17
"YP_003047278.1"	11	"11.00"	11
"YP_003047279.1"	23	"23.00"	23
"YP_003047280.1"	27	"27.00"	27
"YP_003047281.1"	16	"16.00"	16
"YP_003047282.1"	31	"31.00"	31
"YP_003047285.1"	1	"1.00"	1
"YP_003047286.1"	1	"1.00"	1
"YP_003047287.1"	6	"6.00"	6
"YP_003047288.1"	2	"1.00"	0
"YP_003047289.1"	40	"40.00"	40
"YP_003047290.1"	7	"7.00"	7
"YP_003047291.1"	11	"11.00"	11
"YP_003047293.1"	143	"143.00"	143
"YP_003047294.1"	2	"2.00"	2
"YP_003047295.1"	76	"76.00"	76
"YP_003047296.1"	1	"1.00"	1
"YP_003047297.1"	5	"5.00"	5
"YP_003047298.1"	20	"20.00"	20
"YP_003047304.1"	2	"2.00"	2
"YP_003047305.1"	1	"1.00"	1
"YP_003047310.1"	5	"5.00"	5
"YP_003047318.1"	18	"18.00"	18
"YP_003047321.1"	21	"21.00"	21
"YP_003047322.1"	109	"109.00"	109
"YP_003047325.1"	6	"0.21"	0
"YP_003047328.1"	6	"0.21"	0
"YP_003047332.1"	1	"1.00"	1
"YP_003047333.1"	1	"1.00"	1
"YP_003047335.1"	1	"1.00"	1
"YP_003047336.1"	1	"1.00"	1
"YP_003047337.1"	1	"1.00"	1
"YP_003047340.1"	1	"1.00"	1
"YP_003047343.1"	6	"0.21"	0
"YP_003047353.1"	34	"34.00"	34
"YP_003047354.1"	9	"8.33"	8
"YP_003047355.1"	5	"5.00"	5
"YP_003047359.1"	22	"22.00"	22
"YP_003047370.1"	6	"0.21"	0
"YP_003047373.1"	1	"1.00"	1
"YP_003047375.1"	10	"10.00"	10
"YP_003047376.1"	82	"82.00"	82
"YP_003047377.1"	32	"32.00"	32
"YP_003047378.1"	8	"8.00"	8
"YP_003047379.1"	10	"10.00"	10
"YP_003047381.1"	8	"8.00"	8
"YP_003047389.1"	2	"2.00"	2
"YP_003047390.1"	8	"8.00"	8
"YP_003047391.1"	9	"9.00"	9
"YP_003047392.1"	2	"2.00"	2
"YP_003047396.1"	60	"60.00"	60
"YP_003047397.1"	8	"8.00"	8
"YP_003047399.1"	5	"5.00"	5
"YP_003047404.1"	5	"5.00"	5
"YP_003047406.1"	28	"28.00"	28
"YP_003047407.1"	8	"8.00"	8
"YP_003047409.1"	14	"14.00"	14
"YP_003047410.1"	33	"33.00"	33
"YP_003047411.1"	10	"10.00"	10
"YP_003047413.1"	6	"6.00"	6
"YP_003047414.1"	7	"7.00"	7
"YP_003047417.1"	6	"6.00"	6
"YP_003047418.1"	15	"15.00"	15
"YP_003047419.1"	48	"48.00"	48
"YP_003047420.1"	40	"40.00"	40
"YP_003047422.1"	7	"7.00"	7
"YP_003047423.1"	6	"6.00"	6
"YP_003047424.1"	10	"10.00"	10
"YP_003047425.1"	10	"10.00"	10
"YP_003047426.1"	19	"19.00"	19
"YP_003047427.1"	112	"112.00"	112
"YP_003047428.1"	16	"16.00"	16
"YP_003047429.1"	6	"5.00"	4
"YP_003047430.1"	2	"2.00"	2
"YP_003047431.1"	47	"47.00"	47
"YP_003047432.1"	15	"15.00"	15
"YP_003047433.1"	15	"15.00"	15
"YP_003047434.1"	2	"2.00"	2
"YP_003047436.1"	55	"55.00"	55
"YP_003047438.1"	3	"3.00"	3
"#total count:71587"			
