"","geneName","type"
"6858","YP_003045812.1","Protein"
"6859","YP_003045813.1","Protein"
"6860","YP_003045814.1","Protein"
"6861","YP_003045815.1","Protein"
"6862","YP_003045816.1","Protein"
"6863","YP_003045817.1","Protein"
"6864","YP_003045818.1","Protein"
"6865","YP_003045819.1","Protein"
"6866","YP_003045820.1","Protein"
"6867","YP_003045821.1","Protein"
"6868","YP_003045822.1","Protein"
"6869","YP_003045823.1","Protein"
"6870","YP_003045824.1","Protein"
"6871","YP_003045825.1","Protein"
"6872","YP_003045826.1","Protein"
"6873","YP_003045827.1","Protein"
"6874","YP_003045828.1","Protein"
"6875","YP_003045829.1","Protein"
"6876","YP_003045830.1","Protein"
"6877","YP_003045831.1","Protein"
"6878","YP_003045832.1","Protein"
"6879","YP_003045833.1","Protein"
"6880","YP_003045834.1","Protein"
"6881","YP_003045835.1","Protein"
"6882","YP_003045836.1","Protein"
"6883","YP_003045837.1","Protein"
"6884","YP_003045838.1","Protein"
"6885","YP_003045839.1","Protein"
"6886","YP_003045840.1","Protein"
"6887","YP_003045841.1","Protein"
"6888","YP_003045842.1","Protein"
"6889","YP_003045843.1","Protein"
"6890","YP_003045844.1","Protein"
"6891","YP_003045845.1","Protein"
"6892","YP_003045846.1","Protein"
"6893","YP_003045847.1","Protein"
"6894","YP_003045848.1","Protein"
"6895","YP_003045849.1","Protein"
"6896","YP_003045850.1","Protein"
"6897","YP_003045851.1","Protein"
"6898","YP_003045852.1","Protein"
"6899","YP_003045853.1","Protein"
"6900","YP_003045854.1","Protein"
"6901","YP_003045855.1","Protein"
"6902","YP_003045856.1","Protein"
"6903","YP_003045857.1","Protein"
"6904","YP_003045858.1","Protein"
"6905","YP_003045859.1","Protein"
"6906","YP_003045860.1","Protein"
"6907","YP_003045861.1","Protein"
"6908","YP_003045862.1","Protein"
"6909","YP_003045863.1","Protein"
"6910","YP_003045864.1","Protein"
"6911","YP_003045865.1","Protein"
"6912","YP_003045866.1","Protein"
"6913","YP_003045867.1","Protein"
"6914","YP_003045868.1","Protein"
"6915","YP_003045869.1","Protein"
"6916","YP_003045870.1","Protein"
"6917","YP_003045871.1","Protein"
"6918","YP_003045872.1","Protein"
"6919","YP_003045873.1","Protein"
"6920","YP_003045874.1","Protein"
"6921","YP_003045875.1","Protein"
"6922","YP_003045876.1","Protein"
"6923","YP_003045877.1","Protein"
"6924","YP_003045878.1","Protein"
"6925","YP_003045879.1","Protein"
"6926","YP_003045880.1","Protein"
"6927","YP_003045881.1","Protein"
"6928","YP_003045882.1","Protein"
"6929","YP_003045883.1","Protein"
"6930","YP_003045884.1","Protein"
"6931","YP_003045885.1","Protein"
"6932","YP_003045886.1","Protein"
"6933","YP_003045887.1","Protein"
"6934","YP_003045888.1","Protein"
"6935","YP_003045889.1","Protein"
"6936","YP_003045890.1","Protein"
"6937","YP_003045891.1","Protein"
"6938","YP_003045892.1","Protein"
"6939","YP_003045893.1","Protein"
"6940","YP_003045894.1","Protein"
"6941","YP_003045895.1","Protein"
"6942","YP_003045896.1","Protein"
"6943","YP_003045897.1","Protein"
"6944","YP_003045898.1","Protein"
"6945","YP_003045899.1","Protein"
"6946","YP_003045900.1","Protein"
"6947","YP_003045901.1","Protein"
"6948","YP_003045902.1","Protein"
"6949","YP_003045903.1","Protein"
"6950","YP_003045904.1","Protein"
"6951","YP_003045905.1","Protein"
"6952","YP_003045906.1","Protein"
"6953","YP_003045907.1","Protein"
"6954","YP_003045908.1","Protein"
"6955","YP_003045909.1","Protein"
"6956","YP_003045910.1","Protein"
"6957","YP_003045911.1","Protein"
"6958","YP_003045912.1","Protein"
"6959","YP_003045913.1","Protein"
"6960","YP_003045914.1","Protein"
"6961","YP_003045915.1","Protein"
"6962","YP_003045916.1","Protein"
"6963","YP_003045917.1","Protein"
"6964","YP_003045918.1","Protein"
"6965","YP_003045919.1","Protein"
"6966","YP_003045920.1","Protein"
"6967","YP_003045921.1","Protein"
"6968","YP_003045922.1","Protein"
"6969","YP_003045923.1","Protein"
"6970","YP_003045924.1","Protein"
"6971","YP_003045925.1","Protein"
"6972","YP_003045926.1","Protein"
"6973","YP_003045927.1","Protein"
"6974","YP_003045928.1","Protein"
"6975","YP_003045929.1","Protein"
"6976","YP_003045930.1","Protein"
"6977","YP_003045931.1","Protein"
"6978","YP_003045932.1","Protein"
"6979","YP_003045933.1","Protein"
"6980","YP_003045934.1","Protein"
"6981","YP_003045935.1","Protein"
"6982","YP_003045936.1","Protein"
"6983","YP_003045937.1","Protein"
"6984","YP_003045938.1","Protein"
"6985","YP_003045939.1","Protein"
"6986","YP_003045940.1","Protein"
"6987","YP_003045941.1","Protein"
"6988","YP_003045942.1","Protein"
"6989","YP_003045943.1","Protein"
"6990","YP_003045944.1","Protein"
"6991","YP_003045945.1","Protein"
"6992","YP_003045946.1","Protein"
"6993","YP_003045947.1","Protein"
"6994","YP_003045948.1","Protein"
"6995","YP_003045949.1","Protein"
"6996","YP_003045950.1","Protein"
"6997","YP_003045951.1","Protein"
"6998","YP_003045952.1","Protein"
"6999","YP_003045953.1","Protein"
"7000","YP_003045954.1","Protein"
"7001","YP_003045955.1","Protein"
"7002","YP_003045956.1","Protein"
"7003","YP_003045957.1","Protein"
"7004","YP_003045958.1","Protein"
"7005","YP_003045959.1","Protein"
"7006","YP_003045960.1","Protein"
"7007","YP_003045961.1","Protein"
"7008","YP_003045962.1","Protein"
"7009","YP_003045963.1","Protein"
"7010","YP_003045964.1","Protein"
"7011","YP_003045965.1","Protein"
"7012","YP_003045966.1","Protein"
"7013","YP_003045967.1","Protein"
"7014","YP_003045968.1","Protein"
"7015","YP_003045969.1","Protein"
"7016","YP_003045970.1","Protein"
"7017","YP_003045971.1","Protein"
"7018","YP_003045972.1","Protein"
"7019","YP_003045973.1","Protein"
"7020","YP_003045974.1","Protein"
"7021","YP_003045975.1","Protein"
"7022","YP_003045976.1","Protein"
"7023","YP_003045977.1","Protein"
"7024","YP_003045978.1","Protein"
"7025","YP_003045979.1","Protein"
"7026","YP_003045980.1","Protein"
"7027","YP_003045981.1","Protein"
"7028","YP_003045982.1","Protein"
"7029","YP_003045983.1","Protein"
"7030","YP_003045984.1","Protein"
"7031","YP_003045985.1","Protein"
"7032","YP_003045986.1","Protein"
"7033","YP_003045987.1","Protein"
"7034","YP_003045988.1","Protein"
"7035","YP_003045989.1","Protein"
"7036","YP_003045990.1","Protein"
"7037","YP_003045991.1","Protein"
"7038","YP_003045992.1","Protein"
"7039","YP_003045993.1","Protein"
"7040","YP_003045994.1","Protein"
"7041","YP_003045995.1","Protein"
"7042","YP_003045996.1","Protein"
"7043","YP_003045997.1","Protein"
"7044","YP_003045998.1","Protein"
"7045","YP_003045999.1","Protein"
"7046","YP_003046000.1","Protein"
"7047","YP_003046001.1","Protein"
"7048","YP_003046002.1","Protein"
"7049","YP_003046003.1","Protein"
"7050","YP_003046004.1","Protein"
"7051","YP_003046005.1","Protein"
"7052","YP_003046006.1","Protein"
"7053","YP_003046007.1","Protein"
"7054","YP_003046008.1","Protein"
"7055","YP_003046009.1","Protein"
"7056","YP_003046010.1","Protein"
"7057","YP_003046011.1","Protein"
"7058","YP_003046012.1","Protein"
"7059","YP_003046013.1","Protein"
"7060","YP_003046014.1","Protein"
"7061","YP_003046015.1","Protein"
"7062","YP_003046016.1","Protein"
"7063","YP_003046017.1","Protein"
"7064","YP_003046018.1","Protein"
"7065","YP_003046019.1","Protein"
"7066","YP_003046020.1","Protein"
"7067","YP_003046021.1","Protein"
"7068","YP_003046022.1","Protein"
"7069","YP_003046023.1","Protein"
"7070","YP_003046024.1","Protein"
"7071","YP_003046025.1","Protein"
"7072","YP_003046026.1","Protein"
"7073","YP_003046027.1","Protein"
"7074","YP_003046028.1","Protein"
"7075","YP_003046029.1","Protein"
"7076","YP_003046030.1","Protein"
"7077","YP_003046031.1","Protein"
"7078","YP_003046032.1","Protein"
"7079","YP_003046033.1","Protein"
"7080","YP_003046034.1","Protein"
"7081","YP_003046035.1","Protein"
"7082","YP_003046036.1","Protein"
"7083","YP_003046037.1","Protein"
"7084","YP_003046038.1","Protein"
"7085","YP_003046039.1","Protein"
"7086","YP_003046040.1","Protein"
"7087","YP_003046041.1","Protein"
"7088","YP_003046042.1","Protein"
"7089","YP_003046043.1","Protein"
"7090","YP_003046044.1","Protein"
"7091","YP_003046045.1","Protein"
"7092","YP_003046046.1","Protein"
"7093","YP_003046047.1","Protein"
"7094","YP_003046048.1","Protein"
"7095","YP_003046049.1","Protein"
"7096","YP_003046050.1","Protein"
"7097","YP_003046051.1","Protein"
"7098","YP_003046052.1","Protein"
"7099","YP_003046053.1","Protein"
"7100","YP_003046054.1","Protein"
"7101","YP_003046055.1","Protein"
"7102","YP_003046056.1","Protein"
"7103","YP_003046057.1","Protein"
"7104","YP_003046058.1","Protein"
"7105","YP_003046059.1","Protein"
"7106","YP_003046060.1","Protein"
"7107","YP_003046061.1","Protein"
"7108","YP_003046062.1","Protein"
"7109","YP_003046063.1","Protein"
"7110","YP_003046064.1","Protein"
"7111","YP_003046065.1","Protein"
"7112","YP_003046066.1","Protein"
"7113","YP_003046067.1","Protein"
"7114","YP_003046068.1","Protein"
"7115","YP_003046069.1","Protein"
"7116","YP_003046070.1","Protein"
"7117","YP_003046071.1","Protein"
"7118","YP_003046072.1","Protein"
"7119","YP_003046073.1","Protein"
"7120","YP_003046074.1","Protein"
"7121","YP_003046075.1","Protein"
"7122","YP_003046076.1","Protein"
"7123","YP_003046077.1","Protein"
"7124","YP_003046078.1","Protein"
"7125","YP_003046079.1","Protein"
"7126","YP_003046080.1","Protein"
"7127","YP_003046081.1","Protein"
"7128","YP_003046082.1","Protein"
"7129","YP_003046083.1","Protein"
"7130","YP_003046084.1","Protein"
"7131","YP_003046085.1","Protein"
"7132","YP_003046086.1","Protein"
"7133","YP_003046087.1","Protein"
"7134","YP_003046088.1","Protein"
"7135","YP_003046089.1","Protein"
"7136","YP_003046090.1","Protein"
"7137","YP_003046091.1","Protein"
"7138","YP_003046092.1","Protein"
"7139","YP_003046093.1","Protein"
"7140","YP_003046094.1","Protein"
"7141","YP_003046095.1","Protein"
"7142","YP_003046096.1","Protein"
"7143","YP_003046097.1","Protein"
"7144","YP_003046098.1","Protein"
"7145","YP_003046099.1","Protein"
"7146","YP_003046100.1","Protein"
"7147","YP_003046101.1","Protein"
"7148","YP_003046102.1","Protein"
"7149","YP_003046103.1","Protein"
"7150","YP_003046104.1","Protein"
"7151","YP_003046105.1","Protein"
"7152","YP_003046106.1","Protein"
"7153","YP_003046107.1","Protein"
"7154","YP_003046108.1","Protein"
"7155","YP_003046109.1","Protein"
"7156","YP_003046110.1","Protein"
"7157","YP_003046111.1","Protein"
"7158","YP_003046112.1","Protein"
"7159","YP_003046113.1","Protein"
"7160","YP_003046114.1","Protein"
"7161","YP_003046115.1","Protein"
"7162","YP_003046116.1","Protein"
"7163","YP_003046117.1","Protein"
"7164","YP_003046118.1","Protein"
"7165","YP_003046119.1","Protein"
"7166","YP_003046120.1","Protein"
"7167","YP_003046121.1","Protein"
"7168","YP_003046122.1","Protein"
"7169","YP_003046123.1","Protein"
"7170","YP_003046124.1","Protein"
"7171","YP_003046125.1","Protein"
"7172","YP_003046126.1","Protein"
"7173","YP_003046127.1","Protein"
"7174","YP_003046128.1","Protein"
"7175","YP_003046129.1","Protein"
"7176","YP_003046130.1","Protein"
"7177","YP_003046131.1","Protein"
"7178","YP_003046132.1","Protein"
"7179","YP_003046133.1","Protein"
"7180","YP_003046134.1","Protein"
"7181","YP_003046135.1","Protein"
"7182","YP_003046136.1","Protein"
"7183","YP_003046137.1","Protein"
"7184","YP_003046138.1","Protein"
"7185","YP_003046139.1","Protein"
"7186","YP_003046140.1","Protein"
"7187","YP_003046141.1","Protein"
"7188","YP_003046142.1","Protein"
"7189","YP_003046143.1","Protein"
"7190","YP_003046144.1","Protein"
"7191","YP_003046145.1","Protein"
"7192","YP_003046146.1","Protein"
"7193","YP_003046147.1","Protein"
"7194","YP_003046148.1","Protein"
"7195","YP_003046149.1","Protein"
"7196","YP_003046150.1","Protein"
"7197","YP_003046151.1","Protein"
"7198","YP_003046152.1","Protein"
"7199","YP_003046153.1","Protein"
"7200","YP_003046154.1","Protein"
"7201","YP_003046155.1","Protein"
"7202","YP_003046156.1","Protein"
"7203","YP_003046157.1","Protein"
"7204","YP_003046158.1","Protein"
"7205","YP_003046159.1","Protein"
"7206","YP_003046160.1","Protein"
"7207","YP_003046161.1","Protein"
"7208","YP_003046162.1","Protein"
"7209","YP_003046163.1","Protein"
"7210","YP_003046164.1","Protein"
"7211","YP_003046165.1","Protein"
"7212","YP_003046166.1","Protein"
"7213","YP_003046167.1","Protein"
"7214","YP_003046168.1","Protein"
"7215","YP_003046169.1","Protein"
"7216","YP_003046170.1","Protein"
"7217","YP_003046171.1","Protein"
"7218","YP_003046172.1","Protein"
"7219","YP_003046173.1","Protein"
"7220","YP_003046174.1","Protein"
"7221","YP_003046175.1","Protein"
"7222","YP_003046176.1","Protein"
"7223","YP_003046177.1","Protein"
"7224","YP_003046178.1","Protein"
"7225","YP_003046179.1","Protein"
"7226","YP_003046180.1","Protein"
"7227","YP_003046181.1","Protein"
"7228","YP_003046182.1","Protein"
"7229","YP_003046183.1","Protein"
"7230","YP_003046184.1","Protein"
"7231","YP_003046185.1","Protein"
"7232","YP_003046186.1","Protein"
"7233","YP_003046187.1","Protein"
"7234","YP_003046188.1","Protein"
"7235","YP_003046189.1","Protein"
"7236","YP_003046190.1","Protein"
"7237","YP_003046191.1","Protein"
"7238","YP_003046192.1","Protein"
"7239","YP_003046193.1","Protein"
"7240","YP_003046194.1","Protein"
"7241","YP_003046195.1","Protein"
"7242","YP_003046196.1","Protein"
"7243","YP_003046197.1","Protein"
"7244","YP_003046198.1","Protein"
"7245","YP_003046199.1","Protein"
"7246","YP_003046200.1","Protein"
"7247","YP_003046201.1","Protein"
"7248","YP_003046202.1","Protein"
"7249","YP_003046203.1","Protein"
"7250","YP_003046204.1","Protein"
"7251","YP_003046205.1","Protein"
"7252","YP_003046206.1","Protein"
"7253","YP_003046207.1","Protein"
"7254","YP_003046208.1","Protein"
"7255","YP_003046209.1","Protein"
"7256","YP_003046210.1","Protein"
"7257","YP_003046211.1","Protein"
"7258","YP_003046212.1","Protein"
"7259","YP_003046213.1","Protein"
"7260","YP_003046214.1","Protein"
"7261","YP_003046215.1","Protein"
"7262","YP_003046216.1","Protein"
"7263","YP_003046217.1","Protein"
"7264","YP_003046218.1","Protein"
"7265","YP_003046219.1","Protein"
"7266","YP_003046220.1","Protein"
"7267","YP_003046221.1","Protein"
"7268","YP_003046222.1","Protein"
"7269","YP_003046223.1","Protein"
"7270","YP_003046224.1","Protein"
"7271","YP_003046225.1","Protein"
"7272","YP_003046226.1","Protein"
"7273","YP_003046227.1","Protein"
"7274","YP_003046228.1","Protein"
"7275","YP_003046229.1","Protein"
"7276","YP_003046230.1","Protein"
"7277","YP_003046231.1","Protein"
"7278","YP_003046232.1","Protein"
"7279","YP_003046233.1","Protein"
"7280","YP_003046234.1","Protein"
"7281","YP_003046235.1","Protein"
"7282","YP_003046236.1","Protein"
"7283","YP_003046237.1","Protein"
"7284","YP_003046238.1","Protein"
"7285","YP_003046239.1","Protein"
"7286","YP_003046240.1","Protein"
"7287","YP_003046241.1","Protein"
"7288","YP_003046242.1","Protein"
"7289","YP_003046243.1","Protein"
"7290","YP_003046244.1","Protein"
"7291","YP_003046245.1","Protein"
"7292","YP_003046246.1","Protein"
"7293","YP_003046247.1","Protein"
"7294","YP_003046248.1","Protein"
"7295","YP_003046249.1","Protein"
"7296","YP_003046250.1","Protein"
"7297","YP_003046251.1","Protein"
"7298","YP_003046252.1","Protein"
"7299","YP_003046253.1","Protein"
"7300","YP_003046254.1","Protein"
"7301","YP_003046255.1","Protein"
"7302","YP_003046256.1","Protein"
"7303","YP_003046257.1","Protein"
"7304","YP_003046258.1","Protein"
"7305","YP_003046259.1","Protein"
"7306","YP_003046260.1","Protein"
"7307","YP_003046261.1","Protein"
"7308","YP_003046262.1","Protein"
"7309","YP_003046263.1","Protein"
"7310","YP_003046264.1","Protein"
"7311","YP_003046265.1","Protein"
"7312","YP_003046266.1","Protein"
"7313","YP_003046267.1","Protein"
"7314","YP_003046268.1","Protein"
"7315","YP_003046269.1","Protein"
"7316","YP_003046270.1","Protein"
"7317","YP_003046271.1","Protein"
"7318","YP_003046272.1","Protein"
"7319","YP_003046273.1","Protein"
"7320","YP_003046274.1","Protein"
"7321","YP_003046275.1","Protein"
"7322","YP_003046276.1","Protein"
"7323","YP_003046277.1","Protein"
"7324","YP_003046278.1","Protein"
"7325","YP_003046279.1","Protein"
"7326","YP_003046280.1","Protein"
"7327","YP_003046281.1","Protein"
"7328","YP_003046282.1","Protein"
"7329","YP_003046283.1","Protein"
"7330","YP_003046284.1","Protein"
"7331","YP_003046285.1","Protein"
"7332","YP_003046286.1","Protein"
"7333","YP_003046287.1","Protein"
"7334","YP_003046288.1","Protein"
"7335","YP_003046289.1","Protein"
"7336","YP_003046290.1","Protein"
"7337","YP_003046291.1","Protein"
"7338","YP_003046292.1","Protein"
"7339","YP_003046293.1","Protein"
"7340","YP_003046294.1","Protein"
"7341","YP_003046295.1","Protein"
"7342","YP_003046296.1","Protein"
"7343","YP_003046297.1","Protein"
"7344","YP_003046298.1","Protein"
"7345","YP_003046299.1","Protein"
"7346","YP_003046300.1","Protein"
"7347","YP_003046301.1","Protein"
"7348","YP_003046302.1","Protein"
"7349","YP_003046303.1","Protein"
"7350","YP_003046304.1","Protein"
"7351","YP_003046305.1","Protein"
"7352","YP_003046306.1","Protein"
"7353","YP_003046307.1","Protein"
"7354","YP_003046308.1","Protein"
"7355","YP_003046309.1","Protein"
"7356","YP_003046310.1","Protein"
"7357","YP_003046311.1","Protein"
"7358","YP_003046312.1","Protein"
"7359","YP_003046313.1","Protein"
"7360","YP_003046314.1","Protein"
"7361","YP_003046315.1","Protein"
"7362","YP_003046316.1","Protein"
"7363","YP_003046317.1","Protein"
"7364","YP_003046318.1","Protein"
"7365","YP_003046319.1","Protein"
"7366","YP_003046320.1","Protein"
"7367","YP_003046321.1","Protein"
"7368","YP_003046322.1","Protein"
"7369","YP_003046323.1","Protein"
"7370","YP_003046324.1","Protein"
"7371","YP_003046325.1","Protein"
"7372","YP_003046326.1","Protein"
"7373","YP_003046327.1","Protein"
"7374","YP_003046328.1","Protein"
"7375","YP_003046329.1","Protein"
"7376","YP_003046330.1","Protein"
"7377","YP_003046331.1","Protein"
"7378","YP_003046332.1","Protein"
"7379","YP_003046333.1","Protein"
"7380","YP_003046334.1","Protein"
"7381","YP_003046335.1","Protein"
"7382","YP_003046336.1","Protein"
"7383","YP_003046337.1","Protein"
"7384","YP_003046338.1","Protein"
"7385","YP_003046339.1","Protein"
"7386","YP_003046340.1","Protein"
"7387","YP_003046341.1","Protein"
"7388","YP_003046342.1","Protein"
"7389","YP_003046343.1","Protein"
"7390","YP_003046344.1","Protein"
"7391","YP_003046345.1","Protein"
"7392","YP_003046346.1","Protein"
"7393","YP_003046347.1","Protein"
"7394","YP_003046348.1","Protein"
"7395","YP_003046349.1","Protein"
"7396","YP_003046350.1","Protein"
"7397","YP_003046351.1","Protein"
"7398","YP_003046352.1","Protein"
"7399","YP_003046353.1","Protein"
"7400","YP_003046354.1","Protein"
"7401","YP_003046355.1","Protein"
"7402","YP_003046356.1","Protein"
"7403","YP_003046357.1","Protein"
"7404","YP_003046358.1","Protein"
"7405","YP_003046359.1","Protein"
"7406","YP_003046360.1","Protein"
"7407","YP_003046361.1","Protein"
"7408","YP_003046362.1","Protein"
"7409","YP_003046363.1","Protein"
"7410","YP_003046364.1","Protein"
"7411","YP_003046365.1","Protein"
"7412","YP_003046366.1","Protein"
"7413","YP_003046367.1","Protein"
"7414","YP_003046368.1","Protein"
"7415","YP_003046369.1","Protein"
"7416","YP_003046370.1","Protein"
"7417","YP_003046371.1","Protein"
"7418","YP_003046372.1","Protein"
"7419","YP_003046373.1","Protein"
"7420","YP_003046374.1","Protein"
"7421","YP_003046375.1","Protein"
"7422","YP_003046376.1","Protein"
"7423","YP_003046377.1","Protein"
"7424","YP_003046378.1","Protein"
"7425","YP_003046379.1","Protein"
"7426","YP_003046380.1","Protein"
"7427","YP_003046381.1","Protein"
"7428","YP_003046382.1","Protein"
"7429","YP_003046383.1","Protein"
"7430","YP_003046384.1","Protein"
"7431","YP_003046385.1","Protein"
"7432","YP_003046386.1","Protein"
"7433","YP_003046387.1","Protein"
"7434","YP_003046388.1","Protein"
"7435","YP_003046389.1","Protein"
"7436","YP_003046390.1","Protein"
"7437","YP_003046391.1","Protein"
"7438","YP_003046392.1","Protein"
"7439","YP_003046393.1","Protein"
"7440","YP_003046394.1","Protein"
"7441","YP_003046395.1","Protein"
"7442","YP_003046396.1","Protein"
"7443","YP_003046397.1","Protein"
"7444","YP_003046398.1","Protein"
"7445","YP_003046399.1","Protein"
"7446","YP_003046400.1","Protein"
"7447","YP_003046401.1","Protein"
"7448","YP_003046402.1","Protein"
"7449","YP_003046403.1","Protein"
"7450","YP_003046404.1","Protein"
"7451","YP_003046405.1","Protein"
"7452","YP_003046406.1","Protein"
"7453","YP_003046407.1","Protein"
"7454","YP_003046408.1","Protein"
"7455","YP_003046409.1","Protein"
"7456","YP_003046410.1","Protein"
"7457","YP_003046411.1","Protein"
"7458","YP_003046412.1","Protein"
"7459","YP_003046413.1","Protein"
"7460","YP_003046414.1","Protein"
"7461","YP_003046415.1","Protein"
"7462","YP_003046416.1","Protein"
"7463","YP_003046417.1","Protein"
"7464","YP_003046418.1","Protein"
"7465","YP_003046419.1","Protein"
"7466","YP_003046420.1","Protein"
"7467","YP_003046421.1","Protein"
"7468","YP_003046422.1","Protein"
"7469","YP_003046423.1","Protein"
"7470","YP_003046424.1","Protein"
"7471","YP_003046425.1","Protein"
"7472","YP_003046426.1","Protein"
"7473","YP_003046427.1","Protein"
"7474","YP_003046428.1","Protein"
"7475","YP_003046429.1","Protein"
"7476","YP_003046430.1","Protein"
"7477","YP_003046431.1","Protein"
"7478","YP_003046432.1","Protein"
"7479","YP_003046433.1","Protein"
"7480","YP_003046434.1","Protein"
"7481","YP_003046435.1","Protein"
"7482","YP_003046436.1","Protein"
"7483","YP_003046437.1","Protein"
"7484","YP_003046438.1","Protein"
"7485","YP_003046439.1","Protein"
"7486","YP_003046440.1","Protein"
"7487","YP_003046441.1","Protein"
"7488","YP_003046442.1","Protein"
"7489","YP_003046443.1","Protein"
"7490","YP_003046444.1","Protein"
"7491","YP_003046445.1","Protein"
"7492","YP_003046446.1","Protein"
"7493","YP_003046447.1","Protein"
"7494","YP_003046448.1","Protein"
"7495","YP_003046449.1","Protein"
"7496","YP_003046450.1","Protein"
"7497","YP_003046451.1","Protein"
"7498","YP_003046452.1","Protein"
"7499","YP_003046453.1","Protein"
"7500","YP_003046454.1","Protein"
"7501","YP_003046455.1","Protein"
"7502","YP_003046456.1","Protein"
"7503","YP_003046457.1","Protein"
"7504","YP_003046458.1","Protein"
"7505","YP_003046459.1","Protein"
"7506","YP_003046460.1","Protein"
"7507","YP_003046461.1","Protein"
"7508","YP_003046462.1","Protein"
"7509","YP_003046463.1","Protein"
"7510","YP_003046464.1","Protein"
"7511","YP_003046465.1","Protein"
"7512","YP_003046466.1","Protein"
"7513","YP_003046467.1","Protein"
"7514","YP_003046468.1","Protein"
"7515","YP_003046469.1","Protein"
"7516","YP_003046470.1","Protein"
"7517","YP_003046471.1","Protein"
"7518","YP_003046472.1","Protein"
"7519","YP_003046473.1","Protein"
"7520","YP_003046474.1","Protein"
"7521","YP_003046475.1","Protein"
"7522","YP_003046476.1","Protein"
"7523","YP_003046477.1","Protein"
"7524","YP_003046478.1","Protein"
"7525","YP_003046479.1","Protein"
"7526","YP_003046480.1","Protein"
"7527","YP_003046481.1","Protein"
"7528","YP_003046482.1","Protein"
"7529","YP_003046483.1","Protein"
"7530","YP_003046484.1","Protein"
"7531","YP_003046485.1","Protein"
"7532","YP_003046486.1","Protein"
"7533","YP_003046487.1","Protein"
"7534","YP_003046488.1","Protein"
"7535","YP_003046489.1","Protein"
"7536","YP_003046490.1","Protein"
"7537","YP_003046491.1","Protein"
"7538","YP_003046492.1","Protein"
"7539","YP_003046493.1","Protein"
"7540","YP_003046494.1","Protein"
"7541","YP_003046495.1","Protein"
"7542","YP_003046496.1","Protein"
"7543","YP_003046497.1","Protein"
"7544","YP_003046498.1","Protein"
"7545","YP_003046499.1","Protein"
"7546","YP_003046500.1","Protein"
"7547","YP_003046501.1","Protein"
"7548","YP_003046502.1","Protein"
"7549","YP_003046503.1","Protein"
"7550","YP_003046504.1","Protein"
"7551","YP_003046505.1","Protein"
"7552","YP_003046506.1","Protein"
"7553","YP_003046507.1","Protein"
"7554","YP_003046508.1","Protein"
"7555","YP_003046509.1","Protein"
"7556","YP_003046510.1","Protein"
"7557","YP_003046511.1","Protein"
"7558","YP_003046512.1","Protein"
"7559","YP_003046513.1","Protein"
"7560","YP_003046514.1","Protein"
"7561","YP_003046515.1","Protein"
"7562","YP_003046516.1","Protein"
"7563","YP_003046517.1","Protein"
"7564","YP_003046518.1","Protein"
"7565","YP_003046519.1","Protein"
"7566","YP_003046520.1","Protein"
"7567","YP_003046521.1","Protein"
"7568","YP_003046522.1","Protein"
"7569","YP_003046523.1","Protein"
"7570","YP_003046524.1","Protein"
"7571","YP_003046525.1","Protein"
"7572","YP_003046526.1","Protein"
"7573","YP_003046527.1","Protein"
"7574","YP_003046528.1","Protein"
"7575","YP_003046529.1","Protein"
"7576","YP_003046530.1","Protein"
"7577","YP_003046531.1","Protein"
"7578","YP_003046532.1","Protein"
"7579","YP_003046533.1","Protein"
"7580","YP_003046534.1","Protein"
"7581","YP_003046535.1","Protein"
"7582","YP_003046536.1","Protein"
"7583","YP_003046537.1","Protein"
"7584","YP_003046538.1","Protein"
"7585","YP_003046539.1","Protein"
"7586","YP_003046540.1","Protein"
"7587","YP_003046541.1","Protein"
"7588","YP_003046542.1","Protein"
"7589","YP_003046543.1","Protein"
"7590","YP_003046544.1","Protein"
"7591","YP_003046545.1","Protein"
"7592","YP_003046546.1","Protein"
"7593","YP_003046547.1","Protein"
"7594","YP_003046548.1","Protein"
"7595","YP_003046549.1","Protein"
"7596","YP_003046550.1","Protein"
"7597","YP_003046551.1","Protein"
"7598","YP_003046552.1","Protein"
"7599","YP_003046553.1","Protein"
"7600","YP_003046554.1","Protein"
"7601","YP_003046555.1","Protein"
"7602","YP_003046556.1","Protein"
"7603","YP_003046557.1","Protein"
"7604","YP_003046558.1","Protein"
"7605","YP_003046559.1","Protein"
"7606","YP_003046560.1","Protein"
"7607","YP_003046561.1","Protein"
"7608","YP_003046562.1","Protein"
"7609","YP_003046563.1","Protein"
"7610","YP_003046564.1","Protein"
"7611","YP_003046565.1","Protein"
"7612","YP_003046566.1","Protein"
"7613","YP_003046567.1","Protein"
"7614","YP_003046568.1","Protein"
"7615","YP_003046569.1","Protein"
"7616","YP_003046571.1","Protein"
"7617","YP_003046572.1","Protein"
"7618","YP_003046573.1","Protein"
"7619","YP_003046574.1","Protein"
"7620","YP_003046575.1","Protein"
"7621","YP_003046576.1","Protein"
"7622","YP_003046577.1","Protein"
"7623","YP_003046578.1","Protein"
"7624","YP_003046579.1","Protein"
"7625","YP_003046580.1","Protein"
"7626","YP_003046581.1","Protein"
"7627","YP_003046582.1","Protein"
"7628","YP_003046583.1","Protein"
"7629","YP_003046584.1","Protein"
"7630","YP_003046585.1","Protein"
"7631","YP_003046586.1","Protein"
"7632","YP_003046587.1","Protein"
"7633","YP_003046588.1","Protein"
"7634","YP_003046589.1","Protein"
