"gene_Type","gene_ID","MURI_016","MURI_017","MURI_018","MURI_019","MURI_020","MURI_021","MURI_022","MURI_023","MURI_024","MURI_025","MURI_026","MURI_027","MURI_028","MURI_029","MURI_030","MURI_031","MURI_032","MURI_033","MURI_034","MURI_035","MURI_036","MURI_037","MURI_038","MURI_039","MURI_040","MURI_041","MURI_042","MURI_043","MURI_044","MURI_045","MURI_046","MURI_047","MURI_048","MURI_049","MURI_050","MURI_052","MURI_053","MURI_054","MURI_055","MURI_056","MURI_057","MURI_058","MURI_059","MURI_061","MURI_063","MURI_064","MURI_065","MURI_066","MURI_067","MURI_068","MURI_069","MURI_070","MURI_071","MURI_072","MURI_073","MURI_074","MURI_075","MURI_076","MURI_077","MURI_079","MURI_080","MURI_081","MURI_082","MURI_083","MURI_084","MURI_085","MURI_086","MURI_087","MURI_088","MURI_089","MURI_090","MURI_091","MURI_092","MURI_093","MURI_094","MURI_095","MURI_096","MURI_097","MURI_098","MURI_099","MURI_100","MURI_101","MURI_102","MURI_103","MURI_104","MURI_105","MURI_106","MURI_107","MURI_108","MURI_109","MURI_110","MURI_111","MURI_112","MURI_113","MURI_114","MURI_115","MURI_116","MURI_117","MURI_118","MURI_119","MURI_120","MURI_121","MURI_122","MURI_123","MURI_124","MURI_125","MURI_126","MURI_127","MURI_128","MURI_129","MURI_130","MURI_131","MURI_132","MURI_133","MURI_134","MURI_135","MURI_136","MURI_137","MURI_138","MURI_139","MURI_140","MURI_141","MURI_142","MURI_143","MURI_144","MURI_145","MURI_146","MURI_147","MURI_148","MURI_149","MURI_150","MURI_151","MURI_152","MURI_153","MURI_154","MURI_155","MURI_156","MURI_157","MURI_158","MURI_159","MURI_160","MURI_161","MURI_162","MURI_163","MURI_164","MURI_165","MURI_166","MURI_167","MURI_168","MURI_169","MURI_170","MURI_171"
"tRNA","ECB_t00067",493,450,123,232,1307,1535,3294,17186,5836,572,911,1028,555,744,1052,5470,20086,22970,912,1443,1064,847,2328,2295,2660,21371,5639,1550,1697,624,777,1269,899,161,1935,1496,1894,736,516,3030,1913,1897,7249,2174,5227,626,1278,5591,10643,2616,668,1300,936,1161,1763,1297,112,3926,2998,495,577,9701,5941,386,7360,8062,8193,2457,3149,1438,3064,2409,4447,1508,3700,2299,3387,5232,3229,3645,2019,1089,3667,2892,19111,16817,1801,2285,1548,2563,3041,3721,8237,6568,3900,2167,3187,3571,1587,6175,1754,2533,1726,1313,1405,1597,5464,3091,2549,1275,34,1269,328,1878,9462,321,353,894,411,1156,856,2375,118,601,971,234,990,3862,7230,7269,8936,7870,1136,361,953,1235,1115,1471,1758,3337,6882,649,781,591,1628,1166,927,9902,13788,13633,4278,2388
"tRNA","ECB_t00068",11053,11510,1751,5536,23747,31496,58088,29557,47315,34764,39948,53032,26232,39134,47119,237197,186767,175836,54167,88504,39689,25004,49837,77462,88322,49703,66988,143955,86362,33626,58864,48546,31407,8679,68610,97103,127630,48228,27280,117427,63745,45991,96294,148298,182624,37768,56624,447825,238197,164113,50838,49716,36279,28298,112763,26626,1995,68227,121638,19442,39673,568082,383550,11313,224487,259763,158910,72695,64920,42937,61749,81446,110955,54962,127781,83173,123742,161220,76493,138591,77934,33641,97617,53894,250437,218162,35182,90268,78674,114526,111698,152874,110196,156853,134241,49828,56752,54133,57864,138806,64980,81664,62419,62740,71885,52580,160300,95294,80411,76846,4307,43067,29507,52551,200452,22888,15127,43854,18481,91342,16968,30164,8201,23325,39158,11659,29530,56004,265637,169649,236685,332348,54761,16613,47918,54040,38775,21848,46992,63872,92911,16801,24664,21179,39594,44745,41498,126577,205401,254031,79292,58942
"tRNA","ECB_t00069",21193,26813,8685,13798,29972,44674,89022,71759,160458,23820,37020,32980,21923,41895,53811,143850,162796,146375,42541,60887,56709,30752,84632,123733,114629,62231,68102,50220,83102,14453,35480,37139,45586,10582,28145,113850,73851,30321,16255,94290,110765,54495,81528,143861,141804,23803,55714,246327,132066,29084,64715,76661,35404,30627,75604,34356,1545,65896,178102,11580,29608,108996,268433,8767,145982,150708,152315,57583,102249,42344,64622,41917,193946,41807,129296,71824,106307,125041,87227,172189,62747,90031,108472,75860,258205,183895,33918,96938,62634,85801,89211,84839,114757,171240,118839,53939,36410,29675,44608,99256,72310,58537,61630,34195,68497,67290,139634,100906,38900,36933,496,17494,15510,46406,98832,27268,12452,37516,8903,7332,22910,35289,6115,20944,43894,24182,21017,100584,159811,141272,125663,251046,70514,24269,37779,40266,32621,44296,59771,60463,86505,28332,26748,22686,47151,40021,64432,172429,234200,304719,76064,68381
"tRNA","ECB_t00070",1184,1215,888,672,3379,2289,5173,28834,2845,2373,3962,4106,2452,3844,5137,12529,23027,21992,3172,4463,3791,2298,6189,6139,5411,13181,3918,6354,8318,2042,3469,4318,3857,786,2321,8262,6628,2327,2249,10699,7996,5049,12043,9164,18296,2490,3520,17482,33276,4538,3887,5751,4130,4365,6576,5685,249,10150,12963,1730,2721,27022,22744,751,23340,26878,31977,8726,15151,6886,12209,8054,21204,6795,14843,11136,13038,19772,11139,15101,8798,6330,10542,9590,17544,17996,7224,9990,6985,10940,12259,16068,27630,23599,12428,8951,11886,10782,9053,21646,9615,13186,9706,5794,6183,7841,23292,11861,7988,5713,68,3642,1887,8088,15410,1849,1017,2862,995,1855,1316,6972,536,2751,4263,967,4955,15041,16225,14347,16553,21431,6192,2195,3991,5042,5211,5725,5640,8051,16888,2320,4000,2654,8279,4505,4284,29032,38410,39620,9116,6378
"tRNA","ECB_t00071",2657,2729,70,1307,7182,9695,15755,1893,11688,11321,20960,23381,15563,19056,23818,87472,89406,66076,18819,37305,21409,9819,31857,54183,37258,12053,20310,43164,66366,8191,25049,22882,25786,5393,16950,62264,47864,18662,13002,61136,50950,25388,33744,83666,72897,11691,25420,91910,80611,24919,14719,29489,22388,13869,24834,6471,1839,39788,121101,8100,23256,66431,157474,5082,123422,117743,114077,35856,23333,22946,40635,11852,110975,25080,58512,35257,51118,54370,45310,77950,29973,13752,31844,33972,58499,65808,30077,42446,36377,65386,75038,89989,115338,121873,79164,37730,45988,37068,44167,116845,53525,79155,41495,33341,45539,27950,126236,70465,37430,34910,577,13303,9383,36359,92185,9592,5724,16339,5368,8283,11584,13833,3643,9306,23906,4464,25335,62476,104970,73335,91731,116599,33146,4350,19727,23730,26236,15666,13184,36755,75717,5297,20648,13994,42930,25612,21525,95106,156621,219948,62915,48313
"tRNA","ECB_t00072",968,828,99,394,1787,1930,3866,3126,2449,2711,4864,6059,3383,4585,6226,18493,31701,23045,2295,3162,3557,1908,6484,7471,6055,7365,4872,8845,10454,1706,4310,5700,5693,921,3624,10200,9207,2745,2784,15506,12492,6998,13296,15504,21011,2300,4446,19593,34948,4253,3166,5680,4410,3975,6167,3251,1459,9391,23810,1950,3274,7410,27028,1579,27951,29264,39682,9389,14902,5761,13387,8049,29264,10441,17992,10516,17882,15935,7022,14571,8826,4439,9536,11173,19732,30138,9424,12440,9739,16644,16385,20115,35373,34741,18019,11471,15039,14511,13436,33239,14257,17456,14036,6433,9524,8479,28294,15819,10763,8104,331,4077,2072,9902,32731,1544,1984,4736,2157,10415,1650,4978,807,3507,5377,1269,6428,17857,32387,27416,28182,30165,8579,1667,5066,6606,7705,7331,6509,10920,24045,2341,5220,3873,12075,6479,5981,39075,52649,55975,14577,6547
"tRNA","ECB_t00073",1149,743,303,444,1728,1991,4553,9096,15651,1486,2228,3387,1630,2532,3447,20976,52841,60288,6608,20864,8114,6296,8270,26188,20460,30804,13174,17221,11648,2920,7382,3839,6343,968,6416,10774,11365,5598,4169,16265,8203,7490,17773,11321,19518,5662,8297,60773,21806,4119,7921,9582,2949,5294,13889,2926,164,5129,10899,2060,2086,12586,28623,1457,26009,53910,27550,9012,11973,5625,8076,14365,16303,6895,16792,13392,14772,22950,11520,12273,6925,9112,17348,14128,72430,59639,3749,7681,5627,9111,10057,9880,16273,18002,13860,6015,6346,4152,3491,14755,5071,7863,4704,3197,8461,6667,19173,19420,6305,4604,67,9290,1879,5402,30389,832,1755,4772,1965,7069,2186,4971,1082,2592,4281,1611,2812,8680,23777,25474,63264,54442,4208,1599,3000,4384,3349,2407,2942,7659,15513,2516,2812,1911,5087,4489,4146,13781,24529,39751,14559,6108
"tRNA","ECB_t00074",17823,14860,95,7239,37250,50954,94873,5058,85972,82942,135640,195626,92289,109637,156137,762930,630727,443049,266177,1119530,227897,90421,407657,605838,435771,73226,159232,504396,425069,116549,276288,256891,158806,42630,162845,472499,954511,243719,114409,662165,328729,177084,188236,588255,548302,70763,126707,739713,636866,420614,85216,127230,77754,47647,186175,19582,1829,96845,693547,52215,70434,507973,763383,50255,418683,580440,584092,264497,74412,69744,162794,86074,254322,151002,271796,189437,269708,373875,219929,421712,170322,115671,202244,221171,447710,633454,69937,163178,224862,278509,393546,325156,292733,441988,334210,112202,131757,197925,145713,243049,150725,331599,156503,162373,261804,99628,568829,372624,221248,176762,1906,181880,70483,128375,549840,29320,32417,94324,29148,187549,37288,22760,19992,30927,92790,49700,105071,146443,779399,408574,1595509,1616454,128413,18038,117340,108801,104182,29927,25814,110596,182297,14229,63829,39765,83026,94878,63983,197240,419048,601259,203748,91209
"tRNA","ECB_t00075",20096,18250,16622,8329,34244,50825,94030,76793,74672,46648,61787,98651,52640,98253,94763,434464,271803,177307,51277,127048,89912,62976,105458,181588,294940,102596,73568,71133,91238,24980,48187,35565,52152,8994,35445,97861,60232,26875,28323,161411,124697,88936,55527,222426,161286,43187,134369,514129,143831,112507,127200,148473,68244,69110,259431,135093,608,122924,241383,31223,62124,515465,637537,16593,305205,292529,301737,76286,192348,70050,124182,125684,284294,66274,386700,140742,264350,171400,75481,212363,128266,216389,201832,62504,525530,325149,111655,267466,206355,295914,205159,216321,214302,284304,252235,106107,83340,58467,102273,270265,171751,127141,105327,92707,134462,161408,269713,166683,97384,87092,444,27911,25020,90935,61323,36447,22956,69061,12431,7471,11533,45414,13976,53890,90379,16458,48760,91068,207269,220330,110858,261984,151514,71245,100887,109253,71059,59090,83200,152296,170397,57620,52470,41429,85637,97843,126499,296965,535025,631019,200219,111621
"tRNA","ECB_t00076",17661,14394,2487,9697,25177,42322,66718,46686,71407,10828,22379,23811,14552,21196,40080,121524,382886,316724,29809,53583,39066,18769,73058,107518,77865,149560,95622,30489,67519,8268,29583,22885,31356,5096,14996,55764,49666,18725,11389,83819,70170,39974,94645,61895,86215,6524,26346,103438,130492,24229,13827,30699,17437,11612,27748,14572,1417,49952,95434,7979,11398,50559,144634,5647,90218,145938,164705,45626,53674,25418,64645,25007,103448,27426,67221,31889,64747,82986,69333,73676,27923,32964,59791,62103,198385,273909,39296,34482,26785,41010,51444,49309,136591,158823,79430,54706,70932,80166,40337,71250,40367,71123,54367,23605,38022,31718,133435,73454,42005,31244,305,10105,5709,23498,98282,4851,6306,20845,7566,6903,11430,15237,2168,6563,17209,11338,21631,61869,105988,102666,155509,176786,22152,4932,12651,14095,17569,26520,19340,37964,65119,10002,15577,9534,31788,16087,16388,143362,183451,196487,45439,35669
"tRNA","ECB_t00077",411,455,86,329,1114,1136,2395,3405,3331,1368,2160,2073,1168,2464,2654,10014,18459,24201,3608,3442,3706,2112,6968,9061,7946,40916,5837,3710,7548,1281,3445,2954,2493,543,1739,5837,4930,1723,1689,8029,4908,1848,14485,5795,14904,829,1446,12295,25329,3839,1614,3588,1576,1373,3262,1608,738,3934,7297,912,945,23566,13109,929,9979,18558,19937,7708,9621,5262,7706,3702,14592,3691,11291,7467,8933,9405,7269,9700,5503,2790,9014,5268,13055,15450,2574,4771,4252,5485,5191,7779,10374,14038,8566,3921,5708,3660,3069,9077,4213,6747,3871,2627,3726,3650,14832,6868,5779,3463,145,1876,1264,2903,15164,1036,823,2397,1219,2446,571,3102,372,1609,3688,700,3044,8131,15000,13047,18364,23454,3568,1227,2862,3326,2779,2914,2771,5578,8343,1453,2321,1489,3984,3463,3074,17308,25048,28890,5902,5383
"tRNA","ECB_t00078",1151,815,321,442,1721,1947,4534,9164,16054,1511,2264,3346,1627,2407,3472,21222,53149,60393,6718,20911,8013,6170,8384,26092,20412,30753,12843,17316,11820,2876,7444,3960,6299,1059,6443,10931,11343,5667,4232,16144,7978,7488,17986,11067,19777,5700,8331,60739,21889,4269,7970,9728,3027,5262,13882,2934,176,5215,10958,2128,2090,12651,28466,1466,25856,54072,28081,9052,11825,5747,8124,14225,16296,6872,16900,13406,14780,22801,11427,12450,7048,9126,17234,14255,72695,59239,3693,7652,5595,9053,10207,9930,16409,17592,13786,5988,6354,4230,3595,14676,5201,7741,4726,3103,8795,6852,19335,19120,6333,4653,65,9439,1858,5228,30200,839,1716,4974,1907,6962,2121,5038,1036,2730,4361,1631,2720,8620,23831,25570,62621,54349,4189,1667,3016,4523,3323,2490,2962,7573,15678,2657,2955,1903,5184,4443,4078,13735,24295,39594,14848,6124
"tRNA","ECB_t00079",166,168,4,152,319,442,801,705,2311,1007,1069,1497,673,876,1272,6890,12841,13609,1366,1724,1223,841,1926,2112,4385,3461,3821,3466,2776,1075,1691,2126,1236,276,2216,2455,3914,779,739,4070,2553,2987,7911,3429,4602,569,1329,8309,7164,2278,1120,1159,1043,941,2654,1099,190,1975,4450,481,706,7422,9308,349,7818,13054,11334,3928,3204,2093,3580,2271,7837,2350,4683,2860,4410,4435,1861,3038,1924,645,3260,3972,13310,15430,1994,2022,1837,3310,3247,3662,7443,5789,3158,1778,2591,2674,1843,5552,2067,3572,2287,1456,2258,1386,6132,3194,2344,1767,26,1605,689,1902,6053,402,501,1127,550,1560,474,1232,217,699,972,313,1250,5672,7078,6322,9080,7051,1797,321,1071,1585,1363,1742,1682,2175,5603,475,936,659,1883,1174,944,8585,12358,13213,3734,1764
"tRNA","ECB_t00080",1114,902,906,564,2715,2265,4101,5653,3158,2153,3425,3993,2670,3896,3771,12825,26104,37044,7746,9952,7187,5245,11009,14016,14362,13734,13273,8909,12989,3076,6964,6909,5128,1176,3271,11851,13167,4209,3474,15423,10102,7613,23994,13405,20177,2620,4317,20721,29752,9405,6525,7108,4224,3977,8145,3486,620,7323,19690,2048,2958,45972,21204,1295,23690,45168,33102,13263,11503,8388,9805,10576,18047,7962,13576,12986,12300,20635,8964,15670,7465,8041,10221,7169,18418,34912,5540,11400,8074,11003,14132,12715,19401,18998,12269,7666,9350,6352,6540,20645,7882,13890,9707,4877,6672,7888,21082,15361,8082,4923,235,5349,2322,7482,37360,1130,1795,4792,2051,7581,2093,6732,723,3238,5499,1675,4668,14785,31273,25347,40533,44276,6692,2928,4532,5812,5200,5124,5426,7660,16709,2524,3358,2532,7334,4626,4664,21738,31013,34522,10177,5560
"tRNA","ECB_t00081",1058,856,910,524,2775,2247,3935,5553,3202,2143,3427,3957,2647,3968,3800,12726,25994,36747,7905,10049,7123,5143,10955,13847,14316,13444,13107,8830,12807,3091,6846,6711,4954,1015,3268,11534,13132,4162,3334,15635,10210,7337,23893,13411,19947,2455,4278,20562,29525,9320,6745,6994,4194,3959,8051,3527,602,7200,19728,2155,2972,45922,20754,1311,23648,45056,33133,13060,11480,8350,9948,10599,17857,7698,13786,12977,12418,19946,9170,15495,7246,7961,10108,6979,18322,34923,5623,11296,7940,11019,14122,12473,19488,18647,12490,7568,9094,6673,6556,20226,7992,13913,9760,4929,6566,7608,21145,15115,7889,5110,240,5504,2361,7251,37183,1156,1799,4853,1954,7525,2027,6629,713,3177,5284,1686,4565,14392,31065,25212,40501,44086,6585,2792,4413,5830,5057,5073,5486,7511,16200,2452,3313,2493,7306,4552,4615,21711,30315,33903,10030,5500
"tRNA","ECB_t00082",1114,885,924,561,2705,2197,4023,5460,3220,2073,3448,4094,2638,3817,3654,12322,25912,37103,7760,9838,6961,5248,10750,13960,14353,13695,13072,8850,13013,3051,6805,6713,5053,1163,3211,11576,13205,4164,3351,15411,10143,7539,24292,13223,20093,2483,4313,20593,29666,9374,6541,7068,4190,4033,7877,3362,593,7169,19947,2048,2874,45876,20535,1328,23506,44606,32874,13234,11338,8108,9869,10397,17728,7889,13421,13096,12367,20153,9016,15323,7258,8045,10250,7001,18310,34797,5538,11125,7950,10885,14055,12573,19440,18329,12220,7311,9070,6426,6605,20403,7841,13856,9707,4941,6587,7627,20848,15252,7889,5121,207,5357,2272,7185,37268,1175,1817,4848,2075,7496,2001,6636,740,3142,5466,1602,4537,15003,31035,25356,40325,44077,6437,2830,4480,5782,5098,5144,5569,7493,16400,2445,3246,2482,7253,4689,4521,21571,30252,34249,9926,5417
"tRNA","ECB_t00083",2355,1460,31,506,4161,8236,15349,5841,25290,3082,4430,6245,2443,5063,15541,87757,94514,66850,9544,23699,13999,3666,21001,39661,43468,23676,10928,36787,38726,5634,28144,22439,19164,3989,22664,43574,65148,14329,10765,74270,40478,32714,19360,13905,18554,5824,13801,84168,52104,5454,5102,10193,12929,6640,17533,3783,175,14706,38012,2807,7158,4952,152492,1754,51364,51275,91845,20315,24849,6368,30151,11980,72057,16729,63108,13861,51740,21665,7429,17992,8769,5515,14184,21005,71986,102186,8475,6678,7583,22909,27853,32209,56044,48568,19227,14078,32069,20497,8500,14951,19337,34613,11944,6491,29666,11286,66713,37197,23700,22956,54,3806,1218,9152,17674,2691,3336,6881,3467,4308,4614,6118,1683,2191,5249,947,5395,10885,41955,34716,62963,59093,4251,762,3270,3949,4238,2679,3436,21349,31376,3186,5530,3338,9004,7905,5585,33950,78695,115358,34138,13081
"tRNA","ECB_t00084",16650,22293,5463,11082,23694,35230,69973,50916,125741,18641,29143,26882,18000,32289,40142,94067,129046,116809,32706,45331,41005,20426,63003,91686,83340,37983,55468,40134,64185,11960,26001,28100,36184,7983,21831,87165,57122,23830,12472,77430,86214,43062,57954,118131,97383,17783,44463,189778,88748,23924,50913,60298,27801,23541,58694,24491,728,50620,142907,9279,23709,96574,199901,6623,116425,113795,116309,41845,71260,31210,47407,32805,138442,31598,96952,53094,81636,93291,67158,132976,48890,59892,79478,50525,195402,139548,24436,74935,47890,67032,67734,66298,80762,129804,91866,40310,26704,22942,33459,75637,53087,42418,46054,26324,47717,50540,99037,74385,28759,27503,253,13106,11219,32572,76224,8630,9643,28707,6759,4666,17699,27252,4640,15033,32988,18890,15498,72372,117342,91523,97417,162991,54997,17818,28953,30976,25875,33060,46944,45602,61954,20021,19894,16428,34556,29838,48562,121330,167579,224470,55603,51451
"tRNA","ECB_t00085",18872,26355,6194,13462,27694,36544,71066,53107,128222,23053,38508,33934,23145,41382,39756,89658,127361,114555,39777,56217,50576,26762,78724,97938,88803,45861,57255,47209,74368,14282,31454,30611,38280,8985,22303,99335,66376,27529,15293,89108,93411,47496,58699,139191,112487,20243,48271,187461,87458,26397,59262,67931,29186,25976,61205,25845,759,52182,177895,11130,28295,113110,185873,6266,134686,137028,122964,48447,72218,35943,47557,35093,130444,38143,89783,60202,70925,106093,76145,153474,59300,72196,80832,49920,194695,137998,34398,90518,58486,81291,79284,81807,99423,137845,92720,42787,29377,24962,48126,94038,68263,53277,57528,29208,48268,55584,103448,78585,29138,26326,302,14361,14971,38800,88997,9759,9757,28783,6558,5401,18359,28255,5432,17950,37119,22684,20561,69782,123793,92380,100571,158546,65607,21293,34855,36715,32189,30496,43054,43632,66139,19818,23464,19662,43295,33739,56278,112158,158417,217617,57425,53577
"tRNA","ECB_t00086",16425,21732,5320,10577,23593,35252,70597,50758,126141,18204,28485,25841,17317,31292,40281,94296,128455,116431,32231,45303,40486,20065,62666,90969,83155,38284,55754,39798,63643,11663,26079,28626,35679,7789,21574,87175,56674,23512,12211,76172,86413,42945,57442,116612,96352,17861,44548,189404,88960,24206,50155,59494,27944,23528,58752,24810,701,50224,141709,9129,23510,95593,199824,6633,114450,113722,116505,41244,70987,30712,47098,31592,137418,31456,96551,52266,80403,90547,64983,130932,48051,58342,79644,50468,194395,139996,24441,73946,48052,66021,67109,64922,80471,129811,91355,40216,26610,22954,33879,75077,52526,42503,46035,25863,47416,50263,99016,73786,28400,27316,245,13005,11273,32267,75569,8238,9428,28775,6887,4560,17271,27229,4487,14866,32848,18474,15423,72065,117699,90719,97279,162618,53926,17118,28912,30138,25477,33291,46598,45201,61963,19896,19747,16457,33996,29010,48743,120225,167424,223609,55594,51999
