,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
837,YP_003044068.1,0.205895961631818,-0.240051667669433,0.731853149669965,-0.328005239545237,0.742907701013523,NA,,ECB_00850,,-1,protein,Exp,carbonSource,glucoseglycerol
838,YP_003044069.1,0.124667639907387,0.194199386625066,0.669850486533247,0.289914526494006,0.771881628135487,NA,,ECB_00851,,1,protein,Exp,carbonSource,glucoseglycerol
839,YP_003044070.1,1.22534444820575,-0.4145158527746,0.654809896975373,-0.633032357466323,0.526712512882419,0.719109811619208,ybjL,ECB_00852,b0847,-1,protein,Exp,carbonSource,glucoseglycerol
840,YP_003044071.1,0.201342646108195,-0.59137420908934,0.760097917808188,-0.778023719357925,0.436555030121691,NA,ybjM,ECB_00853,b0848,-1,protein,Exp,carbonSource,glucoseglycerol
841,YP_003044072.1,5.03988851952239,-1.43507018732319,0.453035016719198,-3.16768049789114,0.00153660290481886,0.00723316845630677,grxA,ECB_00854,b0849,-1,protein,Exp,carbonSource,glucoseglycerol
842,YP_003044073.1,0,NA,NA,NA,NA,NA,ybjC,ECB_00855,b0850,NA,protein,Exp,carbonSource,glucoseglycerol
843,YP_003044074.1,38.2069460077409,-0.834543869266669,0.294478440119376,-2.83397273134278,0.00459732547448362,0.0180339530689889,nfsA,ECB_00856,b0851,-1,protein,Exp,carbonSource,glucoseglycerol
844,YP_003044075.1,1.09014099873681,0.351377875592252,0.61388581924592,0.572383111934194,0.567062454526751,0.751436236049075,rimK,ECB_00857,b0852,1,protein,Exp,carbonSource,glucoseglycerol
845,YP_003044076.1,2.56471291155147,-1.27977043588249,0.497050841293065,-2.57472743140963,0.0100319108333053,0.0342625093444537,ybjN,ECB_00858,b0853,-1,protein,Exp,carbonSource,glucoseglycerol
846,YP_003044077.1,41.2447340623687,-0.306370580178356,0.230282981748714,-1.33040912468586,0.183383509803327,0.344693078611808,potF,ECB_00859,b0854,-1,protein,Exp,carbonSource,glucoseglycerol
847,YP_003044078.1,18.4653394525631,-0.759649934504036,0.281361084557362,-2.69991116823821,0.0069357992481225,0.025142272274444,potG,ECB_00860,b0855,-1,protein,Exp,carbonSource,glucoseglycerol
848,YP_003044079.1,0.027591712744347,-0.177767072790878,0.589921725877078,-0.301340101564456,0.763155164561232,NA,potH,ECB_00861,b0856,-1,protein,Exp,carbonSource,glucoseglycerol
849,YP_003044080.1,0.101974097136772,-0.133118361272624,0.649948174434843,-0.204813809021583,0.837717597681274,NA,potI,ECB_00862,b0857,-1,protein,Exp,carbonSource,glucoseglycerol
850,YP_003044081.1,0.11927351118272,-0.305115508877033,0.717933040923486,-0.424991595991402,0.670842801136893,NA,ybjO,ECB_00863,b0858,-1,protein,Exp,carbonSource,glucoseglycerol
851,YP_003044082.1,4.09875467916846,-2.97737969572121,0.536095847847558,-5.55381972771377,2.79493726405846e-08,1.29685089052313e-06,rumB,ECB_00864,b0859,-1,protein,Exp,carbonSource,glucoseglycerol
852,YP_003044083.1,65.7370097459266,-1.55546885879469,0.308435718314969,-5.04308926116747,4.58075431053424e-07,1.19986209682381e-05,artJ,ECB_00865,b0860,-1,protein,Exp,carbonSource,glucoseglycerol
853,YP_003044084.1,0.255115937109892,-0.796707650509331,0.758279438448822,-1.05067816706084,0.293406426769445,0.48745988447425,artM,ECB_00866,b0861,-1,protein,Exp,carbonSource,glucoseglycerol
