thrA
yehM
yehP
yehQ
yehR
yehT
yehX
yehZ
pbpG
yohGH
yohI
cdd
sanA
yeiT
mglC
mglA
galS
yeiB
folE
yeiH
yeiI
yeiJ
yeiP
yeiQ
rtn
yejA
yejF
yejK
yejM
yejO
ccmF
ccmC
napC
napG
yojI
ada
atoS
atoC
atoD
atoA
atoB
yfaQ
yfaS
yfaA
gyrA
yfaL
nrdA
glpA
glpB
glpC
yfaD
yfaW
yfaX
ais
yfbE
yfbF
yfbG
arnT
menE
menB
menD
menF
elaB
elaD
yfbS
yfbU
yfcC
yfcF
yfcG
yfcI
hisP
hisJ
ubiX
purF
pdxB
yfcL
yfcS
yfcTU
fadJ
emrK
evgA
evgS
yfdU
yfdX
ddg
ypdA
ypdC
ypdD
ypdE
ypdF
glk
yfeA
gltX
yfeR
cysK
ptsH
ptsI
crr
pdxK
cysP
yfeT
murP
eutC
eutB
eutA
eutJ
eutE
cchA
eutT
eutQ
eutP
ypfG
acrD
ypfJ
hyfG
hyfR
perM
yfgD
yfgF
yfgI
guaA
pbpC
iscA
iscR
suhB
yfhR
csiE
hcaR
hcaE
hcaF
hcaB
hcaD
yphB
yphC
yphE
yphF
yphG
yphH
rnc
lepA
srmB
yfiE
yfiQ
yfiO
yfiA
pheA
aroF
yfiL
yfiN
yfiB
ffh
recN
csiD
ygaF
ygaE
nrdI
proV
emrA
ygaG
recX
srlD
ygaA
norV
ygbD
hydN
ascG
ascF
ascB
hycE
hycB
hypE
fhlA
ygbA
ygbI
ygbJ
ygbM
truD
ftsB
cysC
cysN
cysD
ygcN
ygcO
ygcP
ygcQ
ygcR
ygcS
ygcU
ygcW
ygcE
pyrG
gudX
yqcB
sdaC
sdaB
fucO
fucK
fucR
ygdK
ygdL
recD
recB
ppdC
ppdA
thyA
ptsP
mutH
galR
araE
kduI
ygeR
xdhA
xdhB
ygeV
ygeX
ygeY
ygeZ
yqeA
yqeB
yqeC
ygfK
ssnA
xdhD
guaD
ygfS
ygfT
ygfU
lysS
yqfB
ygfF
gcvT
serA
sbm
argK
ygfH
yggF
tktA
metK
sprT
yggR
yggW
yggM
ansB
yafZ
yghK
glcF
glcD
glcC
yghO
yghR
yghS
pitB
gss
yghU
hybC
yghW
yghXY
yghZ
exbB
metC
yqhC
yqhG
ygiY
ygiD
yqiG
yqiH
yqiK
rfaE
ygiF
uppP
ygiH
ttdA
ttdB
rpoD
yqjI
aer
ebgA
ebgC
ygjJ
ygjK
fadH
ygjN
ygjP
ygjQ
ygjU
uxaC
exuT
yqjC
yqjK
tdcE
tdcD
tdcB
yhaB
yhaC
garL
garP
yhaV
agaZ
agaV
agaA
kbaY
agaB
yraJ
yraN
yhbO
yhbP
yhbU
yhbV
yhbW
deaD
rpsO
infB
nusA
yhbX
rrmJ
yhbY
yrbG
ptsN
ptsO
gltB
yhcG
nanK
nanE
nanT
nanA
yhcP
yhcS
mreB
yhdA
accC
prmA
yhdG
yhdJ
envR
acrE
acrF
yhdZ
yrdA
smf
trkA
secY
rpmD
rplN
rpsQ
rplB
pioO
gspA
gspD
gspE
gspF
gspK
gspL
fusA
rpsL
kefB
yheT
yhfK
fic
yhfG
ppiA
nirB
frlA
frlC
yhfR
yhfX
yhfZ
damX
aroK
hofQ
yrfD
hslR
yhgE
envZ
greB
yhgA
yhgH
yhgI
rtcA
rtcB
rtcR
glpE
glgX
yhgN
gntU
yhhY
yhhZ
ggt
ugpC
ugpE
rpoH
dcrB
nikA
nikB
nikD
nikE
nikR
rhsB
yhiH
yhiJ
yhiKL
yhiO
prlC
yhiS
yhiE
yhiV
yhiW
gadX
gadA
yhjA
treF
yhjB
yhjC
yhjE
yhjG
dctA
bcsC
bcsA
yhjS
yhjV
tag
yiaF
cspA
glyQ
xylB
xylA
xylF
xylR
bax
malS
yiaK
yiaO
sgbH
sgbU
aldB
yiaY
rhsA
lldD
yibP
yibD
rfaD
waaL
waaV
waaW
waaO
waaP
rpmG
dut
rph
yicC
dinD
ligB
gmk
gltS
yicI
yicJ
insI
nepI
uhpB
glvG
yidS
dgoD
dgoA
yidA
tnaA
yidZ
yieL
yieC
bglB
bglG
yieM
yieN
trkD
rbsA
yifB
ilvA
ilvC
ppiC
gppA
rfe
wecD
wzxE
yifK
aslB
aslA
recQ
rhtC
pldB
metE
yigN
tatD
dsbA
yihG
glnL
glnA
bipA
yihL
yihM
yihN
ompL
yihQ
yihT
yihU
yihV
yihW
rbn
yiiG
frvR
frvB
rhaD
rhaA
rhaB
rhaS
rhaR
sodA
cpxA
pfkA
glpX
menA
priA
yiiX
metJ
metL
yijF
gldA
ptsA
frwB
pflD
pflC
yijO
ppc
rplA
rplL
rpoB
htrC
thiH
thiG
thiE
thiC
zraS
zraR
metA
aceK
yjbB
lysC
yjbH
malF
malK
malM
yjbI
dinF
yjbL
tyrB
aphA
yjbQ
soxS
yjcD
yjcE
actP
yjcH
nrfA
nrfB
nrfC
nrfE
fdhF
yjcP
yjcQ
yjcR
yjcS
alsK
alsA
alsB
rpiB
phnN
phnM
phnL
phnI
phnD
phnC
phnA
basS
yjdE
adiY
adiA
melR
melA
cadA
cadC
groES
groEL
yjeJ
ampC
frdB
yjeP
yjeS
purA
rnr
yjfH
yjfJ
aidB
yjfO
sgaB
ytfA
ytfJ
ytfQ
ytfR
nrdD
treC
treB
treR
pyrI
yjgI
idnR
idnO
idnD
idnK
yjgB
intB
yjgZ
insG
yjhC
yis2
yis1
fecB
fecA
sgcR
sgcQ
sgcC
sgcX
yjhT
yjhA
fimE
fimC
fimD
uxuB
yjiE
kptA
yjiK
yjiM
yjiN
yjiO
mcrC
hpaB
hpaH
hpaD
hpaG
hpaR
tsr
yjiZ
yjjN
dnaC
yjjP
yjjQ
bglJ
rimI
yjjW
deoD
creA
creC
arcA
