thrB
sufS
sufD
sufC
sufB
aroD
ydiU
yebY
eda
edd
msbB
aspS
flhE
yeeI
amn
fbaB
pta
yfdZ
ppk
xseA
glyA
tyrA
mltB
relA
mltA
recC
xerD
ygfZ
yggN
speC
exbD
rpmA
rplM
rng
rpoA
rplV
slyD
trpS
rpe
yhgF
glgA
yhiI
avtA
yibL
waaC
rpoZ
ilvM
yigB
pldA
yigL
rfaH
glnG
alr
yjeI
hflC
yjgF
fecE
yjjU
deoC
