,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,contrast,base
2754,YP_003045987.1,36.6382838164613,2.55253186382706,0.677376153256627,3.76826354390427,0.00016438709887587,0.000830091133393348,flu,ECB_02800,b2000,1,protein,Sta,carbonSource,lactate,glucose
2755,YP_003045988.1,2.12884159850903,-3.32997063133079,1.14290128402728,-2.91361176846077,0.0035727391717717,0.0106319170692868,yeeR,ECB_02801,b2001,-1,protein,Sta,carbonSource,lactate,glucose
2756,YP_003045989.1,1.47239080511754,1.85757205891236,1.02863002266811,1.80586996099346,0.0709386542217766,0.114834590855033,,ECB_02802,,1,protein,Sta,carbonSource,lactate,glucose
2757,YP_003045990.1,0.547123617987876,-2.19056271822296,1.32108456862128,-1.65815479966517,0.0972862254095862,0.145261419287004,yafZ,ECB_02803,b0252,-1,protein,Sta,carbonSource,lactate,glucose
2758,YP_003045991.1,0.603841346251128,-2.25089027607246,1.31468948352731,-1.71210791922768,0.0868767822346876,0.133722911029479,,ECB_02804,,-1,protein,Sta,carbonSource,lactate,glucose
2759,YP_003045992.1,0.18594915958376,-0.573912603267498,1.32323664325842,-0.433718795645094,0.664492656040871,NA,yeeS,ECB_02805,b2002,-1,protein,Sta,carbonSource,lactate,glucose
2760,YP_003045993.1,0.31074994234587,-1.44668542459182,1.32743427928448,-1.08983581874322,0.275785472630785,NA,yeeT,ECB_02806,b2003,-1,protein,Sta,carbonSource,lactate,glucose
2761,YP_003045994.1,0.781721916188074,-2.80584981367017,1.30598968032449,-2.14844715539638,0.031678250139703,0.0611232587115004,yeeU,ECB_02807,b2004,-1,protein,Sta,carbonSource,lactate,glucose
2762,YP_003045995.1,0.339168293649538,-1.33463444752885,1.32477832132879,-1.00743983052966,0.313723458712942,NA,yeeV,ECB_02808,b2005,-1,protein,Sta,carbonSource,lactate,glucose
2763,YP_003045996.1,0.309733715619736,-1.31395993683736,1.32492502307732,-0.991723994906148,0.321332182692633,NA,yeeW,ECB_02809,,-1,protein,Sta,carbonSource,lactate,glucose
2764,YP_003045997.1,0.423273924269827,0.0112781570285898,1.29268100573663,0.00872462500689644,0.993038844721106,NA,,ECB_02810,,1,protein,Sta,carbonSource,lactate,glucose
2765,YP_003045998.1,0.271555972398496,-1.13415179543871,1.32352403420173,-0.856918171586331,0.39149010933808,NA,,ECB_02811,,-1,protein,Sta,carbonSource,lactate,glucose
